cluster,Lat,Lon,hexColor
1,1.159383303,103.7366668,#7F8C91
1,1.163424757,103.7436668,#7F8C91
1,1.187673479,103.7296668,#7F8C91
1,1.191714933,103.7366668,#7F8C91
1,1.199797841,103.7086668,#7F8C91
1,1.203839294,103.7296668,#7F8C91
1,1.203839294,103.7716668,#7F8C91
1,1.203839294,103.7996668,#7F8C91
1,1.207880748,103.7226668,#7F8C91
1,1.207880748,103.7786668,#7F8C91
1,1.211922202,103.7716668,#7F8C91
1,1.215963656,103.6386667,#7F8C91
1,1.215963656,103.8346668,#7F8C91
1,1.215963656,103.8486668,#7F8C91
1,1.22000511,103.7576668,#7F8C91
1,1.22000511,103.8556668,#7F8C91
1,1.224046563,103.6666667,#7F8C91
1,1.224046563,103.8626668,#7F8C91
1,1.232129471,103.7366668,#7F8C91
1,1.232129471,103.8626668,#7F8C91
1,1.236170925,103.7436668,#7F8C91
1,1.244253832,103.8276668,#7F8C91
1,1.244253832,103.8416668,#7F8C91
1,1.244253832,103.8556668,#7F8C91
1,1.248295286,103.8486668,#7F8C91
1,1.25233674,103.7856668,#7F8C91
1,1.25233674,103.8416668,#7F8C91
1,1.256378193,103.7786668,#7F8C91
1,1.260419647,103.6316667,#7F8C91
1,1.260419647,103.8416668,#7F8C91
1,1.260419647,103.8556668,#7F8C91
1,1.264461101,103.8626668,#7F8C91
1,1.268502555,103.6036667,#7F8C91
1,1.268502555,103.7716668,#7F8C91
1,1.268502555,103.8556668,#7F8C91
1,1.272544009,103.7366668,#7F8C91
1,1.272544009,103.7646668,#7F8C91
1,1.272544009,103.8626668,#7F8C91
1,1.280626916,103.7506668,#7F8C91
1,1.28466837,103.7576668,#7F8C91
1,1.28466837,103.8836668,#7F8C91
1,1.288709824,103.6806667,#7F8C91
1,1.288709824,103.7086668,#7F8C91
1,1.292751277,103.6176667,#7F8C91
1,1.292751277,103.7576668,#7F8C91
1,1.296792731,103.6806667,#7F8C91
1,1.300834185,103.6176667,#7F8C91
1,1.300834185,103.6596667,#7F8C91
1,1.300834185,103.6736667,#7F8C91
1,1.300834185,103.6876668,#7F8C91
1,1.300834185,103.7296668,#7F8C91
1,1.304875639,103.6806667,#7F8C91
1,1.308917092,103.6316667,#7F8C91
1,1.308917092,103.9816669,#7F8C91
1,1.312958546,103.6386667,#7F8C91
1,1.312958546,103.6806667,#7F8C91
1,1.312958546,103.9746669,#7F8C91
1,1.312958546,104.0166669,#7F8C91
1,1.317,103.6316667,#7F8C91
1,1.317,103.6456667,#7F8C91
1,1.317,104.0096669,#7F8C91
1,1.317,104.0236669,#7F8C91
1,1.321041454,103.6526667,#7F8C91
1,1.321041454,103.9746669,#7F8C91
1,1.321041454,104.0166669,#7F8C91
1,1.321041454,104.0306669,#7F8C91
1,1.325082908,103.6876668,#7F8C91
1,1.325082908,103.9676669,#7F8C91
1,1.325082908,104.0236669,#7F8C91
1,1.329124361,103.6666667,#7F8C91
1,1.329124361,103.6946668,#7F8C91
1,1.329124361,103.9746669,#7F8C91
1,1.337207269,103.6666667,#7F8C91
1,1.337207269,103.9746669,#7F8C91
1,1.341248723,103.6316667,#7F8C91
1,1.345290176,103.6386667,#7F8C91
1,1.345290176,103.6666667,#7F8C91
1,1.345290176,103.9046669,#7F8C91
1,1.345290176,103.9746669,#7F8C91
1,1.345290176,104.0726669,#7F8C91
1,1.34933163,103.6316667,#7F8C91
1,1.34933163,103.6596667,#7F8C91
1,1.34933163,103.8976668,#7F8C91
1,1.34933163,103.9676669,#7F8C91
1,1.353373084,103.6526667,#7F8C91
1,1.353373084,103.6666667,#7F8C91
1,1.353373084,103.9046669,#7F8C91
1,1.353373084,103.9746669,#7F8C91
1,1.353373084,104.0306669,#7F8C91
1,1.357414538,103.6596667,#7F8C91
1,1.357414538,103.8976668,#7F8C91
1,1.357414538,103.9256669,#7F8C91
1,1.357414538,103.9676669,#7F8C91
1,1.357414538,104.0376669,#7F8C91
1,1.361455991,103.9606669,#7F8C91
1,1.361455991,104.0026669,#7F8C91
1,1.365497445,104.0656669,#7F8C91
1,1.369538899,104.0586669,#7F8C91
1,1.369538899,104.0726669,#7F8C91
1,1.373580353,103.7156668,#7F8C91
1,1.373580353,103.9816669,#7F8C91
1,1.373580353,104.0656669,#7F8C91
1,1.377621807,103.9886669,#7F8C91
1,1.377621807,104.0586669,#7F8C91
1,1.377621807,104.0726669,#7F8C91
1,1.38166326,103.7716668,#7F8C91
1,1.38166326,103.9676669,#7F8C91
1,1.385704714,103.9606669,#7F8C91
1,1.385704714,103.9886669,#7F8C91
1,1.385704714,104.0026669,#7F8C91
1,1.385704714,104.0306669,#7F8C91
1,1.389746168,103.9816669,#7F8C91
1,1.389746168,103.9956669,#7F8C91
1,1.393787622,103.6806667,#7F8C91
1,1.393787622,103.9886669,#7F8C91
1,1.393787622,104.0726669,#7F8C91
1,1.397829075,103.6876668,#7F8C91
1,1.397829075,104.0796669,#7F8C91
1,1.401870529,103.8486668,#7F8C91
1,1.401870529,104.0026669,#7F8C91
1,1.401870529,104.0726669,#7F8C91
1,1.409953437,103.6666667,#7F8C91
1,1.418036344,103.9046669,#7F8C91
1,1.422077798,103.8556668,#7F8C91
1,1.422077798,103.9116669,#7F8C91
1,1.426119252,103.7366668,#7F8C91
1,1.426119252,103.8626668,#7F8C91
1,1.426119252,104.0306669,#7F8C91
1,1.430160706,104.0376669,#7F8C91
1,1.434202159,104.0306669,#7F8C91
1,1.442285067,104.0306669,#7F8C91
1,1.446326521,103.8696668,#7F8C91
1,1.450367974,103.8626668,#7F8C91
1,1.458450882,103.8486668,#7F8C91
1,1.466533789,103.7926668,#7F8C91
1,1.470575243,103.7996668,#7F8C91
2,1.171507664,103.7296668,#4F4939
2,1.191714933,103.7646668,#4F4939
2,1.232129471,103.7786668,#4F4939
2,1.236170925,103.6876668,#4F4939
2,1.236170925,103.7716668,#4F4939
2,1.240212378,103.6806667,#4F4939
2,1.244253832,103.6876668,#4F4939
2,1.248295286,103.8346668,#4F4939
2,1.264461101,103.6946668,#4F4939
2,1.268502555,103.7856668,#4F4939
2,1.276585462,103.7716668,#4F4939
2,1.276585462,103.8696668,#4F4939
2,1.280626916,103.7646668,#4F4939
2,1.280626916,103.8626668,#4F4939
2,1.28466837,103.6736667,#4F4939
2,1.288709824,103.8766668,#4F4939
