R,G,B
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
120.8378036,124.7999044,114.6032536
112.843369,113.630249,92.58409663
138.0594434,132.7070494,94.64434203
122.1264328,124.6851851,126.4928556
116.3673881,133.0557898,77.21254374
153.5929754,161.0960403,168.2774385
123.0710568,127.7982325,116.4365437
99.51453394,99.01688603,84.99827106
124.8890241,132.5145284,112.8324019
157.2008246,171.2742635,158.6974205
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
108.2027787,100.4906661,97.68647484
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.04495,118.5945826,130.6827809
116.4787369,127.2930332,98.53463628
120.8378036,124.7999044,114.6032536
160.6395477,104.269152,84.82906414
99.33907913,99.8724324,99.91041449
99.57252991,99.74318066,92.45347146
107.1846583,119.2316308,90.26380178
128.2848412,124.9998718,115.4346706
133.1069012,138.5093719,147.0879851
161.6646701,164.3102285,164.5965687
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.04495,118.5945826,130.6827809
116.4787369,127.2930332,98.53463628
120.8378036,124.7999044,114.6032536
160.6395477,104.269152,84.82906414
99.33907913,99.8724324,99.91041449
99.57252991,99.74318066,92.45347146
107.1846583,119.2316308,90.26380178
128.2848412,124.9998718,115.4346706
133.1069012,138.5093719,147.0879851
161.6646701,164.3102285,164.5965687
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.04495,118.5945826,130.6827809
116.4787369,127.2930332,98.53463628
120.8378036,124.7999044,114.6032536
160.6395477,104.269152,84.82906414
99.33907913,99.8724324,99.91041449
99.57252991,99.74318066,92.45347146
107.1846583,119.2316308,90.26380178
128.2848412,124.9998718,115.4346706
133.1069012,138.5093719,147.0879851
161.6646701,164.3102285,164.5965687
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
78.06255805,79.70670148,74.18795156
116.3891903,111.3534077,109.0947579
118.679242,122.0548886,111.2353758
123.5243063,129.7248108,111.8677848
108.6976302,106.5546561,109.8134059
103.2959476,103.4036982,100.802268
110.4284578,121.7668947,120.6480182
119.1708719,127.0881188,80.36116579
138.734023,143.7698092,152.9730082
104.9537278,105.0533992,87.32590814
104.6360544,103.4927429,73.15009771
132.9274045,137.0269442,118.4553858
103.5502381,108.4036669,90.97698436
84.51894008,85.01661459,62.93836525
106.48761,107.6079182,96.12937401
106.1719041,113.5860637,90.97334869
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
