cluster,R.avg,G.avg,B.avg
8,135.877264952146,129.73509419908,114.340058364939
7,161.876645280407,161.446038362345,157.228654162937
1,74.1464839260283,71.4516553194773,65.7350240235683
4,133.573956307467,116.405586105704,96.580198533414
6,132.757987945565,140.447365483944,144.896595788071
3,113.897517770576,114.57434136893,107.970909096957
2,111.20632451505,103.436807113069,81.0551444963838
5,122.0350835821,111.194533120835,91.6653189166034
