Lat,Lon,N.Blue,N.Cyan,N.Yellow,N.Red,N.Green,N.Magenta,N.Total
1.329124361,103.6386667,0.111,0.111,0.444,0.222,0,0.111,9
1.329124361,103.6526667,0.079,0.053,0.711,0.132,0,0.026,38
1.329124361,103.6666667,0.208,0.208,0.208,0.351,0,0.026,77
1.329124361,103.6806667,0.127,0.182,0.382,0.291,0.018,0,55
1.329124361,103.6946668,0.263,0.263,0.316,0.105,0.026,0.026,38
1.329124361,103.7086668,0.113,0.239,0.465,0.085,0.07,0.028,71
1.329124361,103.7226668,0.161,0.143,0.357,0.25,0.054,0.036,56
1.329124361,103.7366668,0.231,0.327,0.25,0.096,0.077,0.019,52
1.329124361,103.7506668,0.162,0.059,0.529,0.191,0.015,0.044,68
1.329124361,103.7646668,0.329,0.047,0.282,0.259,0.047,0.035,85
1.329124361,103.7786668,0.129,0.214,0.386,0.114,0.114,0.043,70
1.329124361,103.7926668,0.044,0.221,0.471,0.25,0,0.015,68
1.329124361,103.8066668,0.108,0.145,0.325,0.313,0.036,0.072,83
1.329124361,103.8206668,0.1,0.089,0.6,0.156,0.022,0.033,90
1.329124361,103.8346668,0.28,0.1,0.24,0.2,0,0.18,50
1.329124361,103.8486668,0.222,0.13,0.407,0.148,0.074,0.019,54
1.329124361,103.8626668,0.224,0.158,0.355,0.145,0,0.118,76
1.329124361,103.8766668,0.208,0.229,0.271,0.229,0.021,0.042,48
1.329124361,103.8906668,0.205,0.091,0.455,0.114,0.091,0.045,44
1.329124361,103.9046669,0.207,0.138,0.276,0.241,0.052,0.086,58
1.329124361,103.9186669,0.253,0.195,0.195,0.253,0.034,0.069,87
1.329124361,103.9326669,0.146,0.083,0.521,0.229,0,0.021,48
1.329124361,103.9466669,0.182,0.182,0.394,0.212,0,0.03,66
1.329124361,103.9606669,0.585,0.154,0.108,0.123,0.015,0.015,65
1.329124361,103.9746669,0.059,0.412,0.353,0.059,0.118,0,17
1.329124361,103.9886669,0.333,0,0.5,0,0.167,0,6
1.329124361,104.0026669,0.65,0.24,0,0.11,0,0,100
1.329124361,104.0166669,1,0,0,0,0,0,1
1.333165815,103.6316667,0,0.167,0.5,0.167,0,0.167,6
1.333165815,103.6456667,0.182,0.121,0.364,0.212,0.03,0.091,33
1.333165815,103.6596667,0.065,0.097,0.71,0.129,0,0,31
1.333165815,103.6736667,0.167,0.185,0.37,0.259,0.019,0,54
1.333165815,103.6876668,0.171,0.317,0.366,0.146,0,0,41
1.333165815,103.7016668,0.14,0.04,0.5,0.16,0.06,0.1,50
1.333165815,103.7156668,0.146,0.098,0.317,0.268,0.122,0.049,41
1.333165815,103.7296668,0.158,0.139,0.485,0.069,0.119,0.03,101
1.333165815,103.7436668,0.291,0.273,0.309,0.109,0,0.018,55
1.333165815,103.7576668,0.2,0.2,0.429,0.143,0,0.029,35
1.333165815,103.7716668,0.188,0.1,0.312,0.238,0.062,0.1,80
1.333165815,103.7856668,0.203,0.169,0.356,0.169,0.068,0.034,59
1.333165815,103.7996668,0.056,0.233,0.344,0.133,0.167,0.067,90
1.333165815,103.8136668,0.08,0.067,0.507,0.227,0.093,0.027,75
1.333165815,103.8276668,0.326,0.217,0.087,0.283,0.043,0.043,46
1.333165815,103.8416668,0.267,0.1,0.283,0.283,0.05,0.017,60
1.333165815,103.8556668,0.23,0.066,0.311,0.279,0.033,0.082,61
1.333165815,103.8696668,0.143,0.143,0.413,0.143,0.127,0.032,63
1.333165815,103.8836668,0.189,0.132,0.358,0.264,0.019,0.038,53
1.333165815,103.8976668,0.255,0.137,0.353,0.196,0.039,0.02,51
1.333165815,103.9116669,0.347,0.102,0.306,0.184,0,0.061,49
1.333165815,103.9256669,0.151,0.17,0.472,0.208,0,0,53
1.333165815,103.9396669,0.077,0.096,0.635,0.173,0,0.019,52
1.333165815,103.9536669,0.491,0.075,0.264,0.113,0.038,0.019,53
1.333165815,103.9676669,0.462,0.295,0.141,0.077,0,0.026,78
1.333165815,103.9816669,0.062,0.262,0.4,0.175,0.038,0.062,80
1.333165815,103.9956669,0,0.667,0,0.333,0,0,3
1.337207269,103.6386667,0.326,0.253,0.211,0.137,0.053,0.021,95
1.337207269,103.6526667,0.102,0.082,0.612,0.143,0.02,0.041,49
1.337207269,103.6666667,0.2,0.231,0.215,0.277,0.031,0.046,65
1.337207269,103.6806667,0.328,0.293,0.276,0.086,0,0.017,58
1.337207269,103.6946668,0.133,0.117,0.417,0.25,0.05,0.033,60
1.337207269,103.7086668,0.18,0.022,0.303,0.371,0.045,0.079,89
1.337207269,103.7226668,0.127,0.098,0.5,0.088,0.157,0.029,102
1.337207269,103.7366668,0.231,0.244,0.41,0.051,0.051,0.013,78
1.337207269,103.7506668,0.234,0.141,0.469,0.109,0.016,0.031,64
1.337207269,103.7646668,0.115,0.135,0.327,0.231,0.019,0.173,52
1.337207269,103.7786668,0.207,0.155,0.328,0.155,0.086,0.069,58
1.337207269,103.7926668,0.066,0.132,0.308,0.132,0.308,0.055,91
1.337207269,103.8066668,0.086,0.043,0.457,0.286,0.043,0.086,70
1.337207269,103.8206668,0.183,0.167,0.25,0.133,0.267,0,60
1.337207269,103.8346668,0.254,0.238,0.175,0.222,0.079,0.032,63
1.337207269,103.8486668,0.151,0.132,0.34,0.34,0.019,0.019,53
1.337207269,103.8626668,0.209,0.134,0.373,0.119,0.09,0.075,67
1.337207269,103.8766668,0.121,0.077,0.484,0.099,0.198,0.022,91
1.337207269,103.8906668,0.379,0.076,0.318,0.197,0.015,0.015,66
1.337207269,103.9046669,0.266,0.109,0.25,0.172,0.094,0.109,64
1.337207269,103.9186669,0.25,0.146,0.375,0.208,0,0.021,48
1.337207269,103.9326669,0.057,0.057,0.66,0.189,0.019,0.019,53
1.337207269,103.9466669,0.069,0.069,0.345,0.483,0.023,0.011,87
1.337207269,103.9606669,0.333,0.25,0.229,0.125,0.021,0.042,48
1.337207269,103.9746669,0.368,0.526,0.044,0.018,0.044,0,114
1.337207269,103.9886669,0.071,0.214,0.452,0.19,0,0.071,84
1.337207269,104.0026669,0.333,0.333,0,0.333,0,0,3
1.337207269,104.0866669,1,0,0,0,0,0,1
1.341248723,103.6316667,0.384,0.267,0.14,0.151,0.047,0.012,86
1.341248723,103.6456667,0.188,0.219,0.344,0.125,0.094,0.031,32
1.341248723,103.6736667,0.305,0.136,0.305,0.22,0,0.034,59
1.341248723,103.6876668,0.278,0.148,0.296,0.241,0.019,0.019,54
1.341248723,103.7016668,0.187,0.022,0.319,0.352,0.044,0.077,91
1.341248723,103.7156668,0.198,0.089,0.208,0.337,0.109,0.059,101
1.341248723,103.7296668,0.17,0.128,0.479,0.064,0.138,0.021,94
1.341248723,103.7716668,0.127,0.127,0.238,0.159,0.27,0.079,63
1.341248723,103.7856668,0.382,0.036,0.236,0.182,0.055,0.109,55
1.341248723,103.7996668,0.039,0.217,0.372,0.078,0.264,0.031,129
1.341248723,103.8136668,0.253,0.277,0.205,0.048,0.217,0,83
1.341248723,103.8276668,0.275,0.196,0.216,0.196,0.059,0.059,51
1.341248723,103.8416668,0.31,0.149,0.207,0.276,0.023,0.034,87
1.341248723,103.8556668,0.262,0.036,0.238,0.393,0.012,0.06,84
1.341248723,103.8696668,0.078,0.058,0.505,0.078,0.262,0.019,103
1.341248723,103.8836668,0.253,0.12,0.386,0.169,0.048,0.024,83
1.341248723,103.8976668,0.442,0.07,0.186,0.233,0.023,0.047,43
1.341248723,103.9116669,0.351,0.189,0.27,0.135,0.027,0.027,37
1.341248723,103.9256669,0.208,0.125,0.375,0.229,0.021,0.042,48
1.341248723,103.9396669,0.149,0.135,0.514,0.162,0,0.041,74
1.341248723,103.9536669,0.326,0.093,0.302,0.209,0.07,0,43
1.341248723,103.9676669,0.348,0.333,0.212,0.076,0.015,0.015,66
1.341248723,103.9816669,0.075,0.355,0.312,0.237,0.011,0.011,93
1.341248723,103.9956669,0.357,0.214,0.143,0.214,0,0.071,14
1.341248723,104.0796669,0.5,0.5,0,0,0,0,2
1.345290176,103.6386667,0.418,0.228,0.139,0.177,0.025,0.013,79
1.345290176,103.6526667,0,0,0,1,0,0,1
1.345290176,103.6666667,0,1,0,0,0,0,2
1.345290176,103.6806667,0.312,0.031,0.375,0.125,0.156,0,32
1.345290176,103.6946668,0.079,0.053,0.566,0.184,0.118,0,76
1.345290176,103.7086668,0.196,0.031,0.32,0.33,0.041,0.082,97
1.345290176,103.7226668,0.231,0.308,0.231,0.092,0.123,0.015,65
1.345290176,103.7366668,0.261,0.13,0.413,0.065,0.043,0.087,46
1.345290176,103.7506668,0.327,0.077,0.327,0.135,0.058,0.077,52
1.345290176,103.7646668,0.227,0.08,0.347,0.12,0.187,0.04,75
1.345290176,103.7786668,0.069,0.138,0.397,0.19,0.172,0.034,58
1.345290176,103.7926668,0.031,0.227,0.391,0.07,0.266,0.016,128
1.345290176,103.8066668,0.313,0.169,0.193,0.06,0.253,0.012,83
1.345290176,103.8206668,0.268,0.155,0.225,0.141,0.211,0,71
1.345290176,103.8346668,0.206,0.191,0.265,0.191,0.088,0.059,68
1.345290176,103.8486668,0.197,0.039,0.368,0.368,0,0.026,76
1.345290176,103.8626668,0.119,0.069,0.535,0.178,0.059,0.04,101
1.345290176,103.8766668,0.09,0.064,0.449,0.218,0.103,0.077,78
1.345290176,103.8906668,0.519,0.025,0.316,0.101,0.013,0.025,79
1.345290176,103.9046669,0.438,0.406,0.062,0.062,0.031,0,32
1.345290176,103.9186669,0.204,0.163,0.388,0.163,0.041,0.041,49
1.345290176,103.9326669,0.178,0.111,0.4,0.178,0.044,0.089,45
1.345290176,103.9466669,0.327,0.073,0.345,0.2,0.055,0,55
1.345290176,103.9606669,0.269,0.154,0.346,0.135,0.077,0.019,52
1.345290176,103.9746669,0.118,0.657,0.078,0.098,0.039,0.01,102
1.345290176,103.9886669,0.105,0.158,0.368,0.25,0.105,0.013,76
1.345290176,104.0026669,0.25,0.125,0.25,0.375,0,0,8
1.345290176,104.0166669,0,1,0,0,0,0,1
1.34933163,103.6316667,0.413,0.253,0.067,0.173,0.027,0.067,75
1.34933163,103.6456667,0.333,0,0.667,0,0,0,3
1.34933163,103.6596667,0,1,0,0,0,0,2
1.34933163,103.6736667,0.278,0.111,0.361,0.167,0.083,0,36
1.34933163,103.6876668,0.113,0.038,0.604,0.113,0.132,0,53
1.34933163,103.7016668,0.206,0.079,0.413,0.19,0,0.111,63
1.34933163,103.7156668,0.176,0.231,0.22,0.165,0.176,0.033,91
1.34933163,103.7296668,0.308,0.231,0.192,0.192,0.038,0.038,26
1.34933163,103.7436668,0.128,0.064,0.34,0.383,0,0.085,47
1.34933163,103.7576668,0.26,0.117,0.26,0.156,0.117,0.091,77
1.34933163,103.7716668,0.175,0.079,0.381,0.19,0.143,0.032,63
1.34933163,103.7856668,0.162,0.044,0.382,0.235,0.132,0.044,68
1.34933163,103.7996668,0.217,0.13,0.261,0.116,0.232,0.043,69
1.34933163,103.8136668,0.374,0.209,0.165,0.033,0.22,0,91
1.34933163,103.8276668,0.197,0.127,0.31,0.197,0.099,0.07,71
1.34933163,103.8416668,0.185,0.092,0.385,0.277,0.031,0.031,65
1.34933163,103.8556668,0.122,0.054,0.459,0.257,0.054,0.054,74
1.34933163,103.8696668,0.074,0.074,0.506,0.136,0.136,0.074,81
1.34933163,103.8836668,0.235,0.012,0.471,0.271,0,0.012,85
1.34933163,103.8976668,0.438,0.406,0.062,0.062,0.031,0,32
1.34933163,103.9116669,0.167,0.556,0.111,0.111,0,0.056,18
1.34933163,103.9256669,0.2,0.114,0.371,0.171,0.029,0.114,35
1.34933163,103.9396669,0.323,0.226,0.274,0.129,0.032,0.016,62
1.34933163,103.9536669,0.274,0.113,0.258,0.242,0.097,0.016,62
1.34933163,103.9676669,0.284,0.176,0.176,0.23,0.081,0.054,74
1.34933163,103.9816669,0.111,0.122,0.467,0.256,0.044,0,90
1.34933163,103.9956669,0.172,0.172,0.356,0.218,0.046,0.034,87
1.34933163,104.0096669,0,0.167,0.333,0.5,0,0,6
1.34933163,104.0236669,0,1,0,0,0,0,1
1.34933163,104.0796669,0,1,0,0,0,0,1
1.353373084,103.6386667,0.062,0.5,0,0.188,0.062,0.188,16
1.353373084,103.6666667,0,1,0,0,0,0,2
1.353373084,103.6806667,0.259,0.037,0.37,0.148,0.185,0,27
1.353373084,103.6946668,0.071,0.047,0.624,0.106,0.153,0,85
1.353373084,103.7086668,0.155,0.172,0.19,0.259,0.138,0.086,58
1.353373084,103.7226668,0.213,0.191,0.404,0.106,0.043,0.043,47
1.353373084,103.7366668,0.222,0.056,0.556,0.056,0.028,0.083,36
1.353373084,103.7506668,0.38,0.085,0.211,0.141,0.056,0.127,71
1.353373084,103.7646668,0.231,0.064,0.308,0.154,0.218,0.026,78
1.353373084,103.7786668,0.115,0.115,0.525,0.148,0.098,0,61
1.353373084,103.7926668,0.135,0.077,0.365,0.231,0.192,0,52
1.353373084,103.8066668,0.213,0.147,0.24,0.147,0.24,0.013,75
1.353373084,103.8206668,0.167,0.222,0.204,0.093,0.278,0.037,54
1.353373084,103.8346668,0.194,0.06,0.418,0.224,0.03,0.075,67
1.353373084,103.8486668,0.158,0.07,0.386,0.281,0.07,0.035,57
1.353373084,103.8626668,0.082,0.061,0.571,0.163,0.061,0.061,98
1.353373084,103.8766668,0.055,0.109,0.398,0.141,0.25,0.047,128
1.353373084,103.8906668,0.203,0,0.377,0.319,0.029,0.072,69
1.353373084,103.9046669,0.286,0.457,0.143,0.086,0.029,0,35
1.353373084,103.9186669,0.214,0.5,0.143,0.071,0,0.071,14
1.353373084,103.9326669,0.255,0.109,0.345,0.164,0.036,0.091,55
1.353373084,103.9466669,0.315,0.192,0.274,0.164,0.041,0.014,73
1.353373084,103.9606669,0.234,0.213,0.17,0.34,0.021,0.021,47
1.353373084,103.9746669,0.238,0.212,0.175,0.325,0.025,0.025,80
1.353373084,103.9886669,0.09,0.146,0.416,0.326,0.022,0,89
1.353373084,104.0026669,0.2,0.3,0.2,0.3,0,0,10
1.353373084,104.0166669,0,1,0,0,0,0,1
1.353373084,104.0306669,1,0,0,0,0,0,14
1.357414538,103.6596667,0,1,0,0,0,0,2
1.357414538,103.6736667,0,0,0,1,0,0,2
1.357414538,103.6876668,0.09,0.054,0.631,0.054,0.171,0,111
1.357414538,103.7016668,0.175,0.127,0.46,0.127,0,0.111,63
1.357414538,103.7156668,0.209,0.116,0.465,0.14,0,0.07,43
1.357414538,103.7296668,0.262,0.048,0.405,0.238,0.024,0.024,42
1.357414538,103.7436668,0.173,0.038,0.288,0.346,0.077,0.077,52
1.357414538,103.7576668,0.4,0.162,0.188,0.125,0.038,0.088,80
1.357414538,103.7716668,0.113,0.065,0.532,0.194,0.081,0.016,62
1.357414538,103.7856668,0.076,0.045,0.424,0.197,0.227,0.03,66
1.357414538,103.7996668,0.107,0.143,0.393,0.179,0.179,0,28
1.357414538,103.8136668,0.247,0.037,0.296,0.296,0.037,0.086,81
1.357414538,103.8276668,0.017,0.034,0.333,0.453,0.162,0,117
1.357414538,103.8416668,0.077,0.026,0.487,0.333,0.051,0.026,39
1.357414538,103.8556668,0.413,0.063,0.333,0.143,0.048,0,63
1.357414538,103.8696668,0.046,0.118,0.32,0.052,0.412,0.052,153
1.357414538,103.8836668,0.13,0.043,0.449,0.362,0,0.014,69
1.357414538,103.8976668,0.235,0.441,0.088,0.206,0.029,0,34
1.357414538,103.9116669,0.133,0.5,0.133,0.233,0,0,30
1.357414538,103.9256669,0.2,0.063,0.347,0.316,0.011,0.063,95
1.357414538,103.9396669,0.333,0.159,0.333,0.127,0.016,0.032,63
1.357414538,103.9536669,0.21,0.21,0.258,0.323,0,0,62
1.357414538,103.9676669,0.103,0.051,0.308,0.513,0,0.026,39
1.357414538,103.9816669,0.095,0.111,0.429,0.349,0.016,0,63
1.357414538,103.9956669,0.077,0.185,0.438,0.262,0.015,0.023,130
1.357414538,104.0096669,0.269,0.387,0.301,0.043,0,0,93
1.357414538,104.0236669,0.234,0.657,0.066,0.036,0,0.007,137
1.357414538,104.0376669,1,0,0,0,0,0,14
1.357414538,104.0516669,0.667,0.333,0,0,0,0,3
1.361455991,103.6386667,0,0,0,0,0,1,1
1.361455991,103.6806667,0,0.143,0.286,0.143,0.429,0,7
1.361455991,103.6946668,0.186,0.129,0.457,0.171,0.057,0,70
1.361455991,103.7086668,0.2,0,0.8,0,0,0,5
1.361455991,103.7226668,0.143,0.143,0.286,0.286,0.143,0,7
1.361455991,103.7366668,0.2,0,0.267,0.067,0.4,0.067,15
1.361455991,103.7506668,0.385,0.135,0.25,0.096,0.077,0.058,52
1.361455991,103.7646668,0.119,0.167,0.357,0.19,0.143,0.024,42
1.361455991,103.7786668,0.056,0.042,0.639,0.083,0.139,0.042,72
1.361455991,103.7926668,0,0.043,0.522,0.087,0.348,0,23
1.361455991,103.8066668,0.15,0.267,0.217,0.267,0.1,0,60
1.361455991,103.8206668,0.182,0.03,0.303,0.374,0.061,0.051,99
1.361455991,103.8346668,0.024,0,0.381,0.5,0.095,0,42
1.361455991,103.8486668,0.128,0.09,0.423,0.295,0.051,0.013,78
1.361455991,103.8626668,0.362,0.072,0.29,0.246,0.014,0.014,69
1.361455991,103.8766668,0.02,0.16,0.32,0.053,0.44,0.007,150
1.361455991,103.8906668,0.169,0.113,0.451,0.211,0.028,0.028,71
1.361455991,103.9046669,0.091,0.333,0.273,0.273,0,0.03,33
1.361455991,103.9186669,0,0.667,0.333,0,0,0,3
1.361455991,103.9326669,0.213,0.08,0.4,0.24,0.013,0.053,75
1.361455991,103.9466669,0.167,0.178,0.356,0.211,0.078,0.011,90
1.361455991,103.9606669,0.174,0.13,0.304,0.391,0,0,46
1.361455991,103.9746669,0.263,0.559,0.076,0.059,0.034,0.008,118
1.361455991,103.9886669,0.052,0.26,0.385,0.271,0.01,0.021,96
1.361455991,104.0026669,0.138,0.543,0.25,0.009,0.06,0,116
1.361455991,104.0166669,0.227,0.633,0.078,0.055,0,0.008,128
1.361455991,104.0306669,0.302,0.648,0.019,0.031,0,0,159
1.365497445,103.6876668,0.364,0,0.182,0.227,0.182,0.045,22
1.365497445,103.7016668,0.333,0,0.5,0.167,0,0,6
1.365497445,103.7156668,0,0.167,0.333,0.333,0.167,0,6
1.365497445,103.7296668,0.5,0,0,0.25,0,0.25,4
1.365497445,103.7436668,0.237,0.158,0.263,0.132,0.026,0.184,38
1.365497445,103.7576668,0.242,0.091,0.333,0.212,0.061,0.061,33
1.365497445,103.7716668,0.067,0.08,0.587,0.107,0.12,0.04,75
1.365497445,103.7856668,0.145,0.048,0.306,0.129,0.29,0.081,62
1.365497445,103.7996668,0.4,0,0.4,0.2,0,0,5
1.365497445,103.8136668,0.259,0.035,0.306,0.282,0.047,0.071,85
1.365497445,103.8276668,0.034,0.034,0.241,0.552,0.138,0,58
1.365497445,103.8416668,0.077,0.038,0.5,0.231,0.077,0.077,26
1.365497445,103.8556668,0.151,0.096,0.384,0.329,0.027,0.014,73
1.365497445,103.8696668,0.13,0.185,0.352,0.222,0.037,0.074,54
1.365497445,103.8836668,0.256,0.077,0.462,0.154,0.051,0,39
1.365497445,103.8976668,0.222,0.389,0.167,0.194,0.028,0,36
1.365497445,103.9116669,0.087,0.348,0.217,0.304,0,0.043,23
1.365497445,103.9256669,0.14,0.419,0.279,0.093,0.047,0.023,43
1.365497445,103.9396669,0.159,0.122,0.366,0.122,0.122,0.11,82
1.365497445,103.9536669,0.11,0.138,0.44,0.11,0.193,0.009,109
1.365497445,103.9676669,0.159,0.145,0.333,0.333,0.029,0,69
1.365497445,103.9816669,0.321,0.491,0.057,0.075,0.038,0.019,53
1.365497445,103.9956669,0.066,0.189,0.402,0.32,0.008,0.016,122
1.365497445,104.0096669,0.473,0.429,0.045,0.045,0,0.009,112
1.365497445,104.0236669,0.241,0.645,0.057,0.05,0,0.007,141
1.365497445,104.0516669,0.5,0.5,0,0,0,0,4
1.365497445,104.0656669,1,0,0,0,0,0,1
1.369538899,103.6806667,0.333,0,0.333,0.167,0,0.167,6
1.369538899,103.6946668,0.571,0,0.143,0.238,0,0.048,21
1.369538899,103.7086668,0,0,0.25,0,0.75,0,4
1.369538899,103.7226668,0.296,0.333,0.148,0.185,0.037,0,27
1.369538899,103.7366668,0.188,0.188,0.375,0.062,0,0.188,16
1.369538899,103.7506668,0.293,0.146,0.195,0.171,0.024,0.171,41
1.369538899,103.7646668,0.066,0.18,0.393,0.311,0.033,0.016,61
1.369538899,103.7786668,0.136,0.08,0.341,0.159,0.227,0.057,88
1.369538899,103.7926668,0.182,0.061,0.303,0.061,0.364,0.03,33
1.369538899,103.8066668,0.205,0.041,0.466,0.233,0.055,0,73
1.369538899,103.8206668,0.215,0.19,0.38,0.114,0.076,0.025,79
1.369538899,103.8346668,0.116,0,0.744,0.093,0.023,0.023,43
1.369538899,103.8486668,0.141,0.056,0.465,0.296,0.028,0.014,71
1.369538899,103.8626668,0.229,0.125,0.396,0.208,0,0.042,48
1.369538899,103.8766668,0.289,0.158,0.421,0.026,0.053,0.053,38
1.369538899,103.8906668,0.242,0.055,0.582,0.088,0.033,0,91
1.369538899,103.9046669,0.151,0.189,0.396,0.189,0.038,0.038,53
1.369538899,103.9186669,0,0,0.25,0.5,0.25,0,4
1.369538899,103.9326669,0.147,0.074,0.515,0.162,0.059,0.044,68
1.369538899,103.9466669,0.091,0.136,0.536,0.055,0.173,0.009,110
1.369538899,103.9606669,0.278,0.074,0.315,0.259,0.037,0.037,54
1.369538899,103.9746669,0.009,0.037,0.204,0.722,0.009,0.019,108
1.369538899,103.9886669,0.045,0.327,0.309,0.209,0.091,0.018,110
1.369538899,104.0026669,0.032,0.134,0.618,0.172,0.032,0.013,157
1.369538899,104.0166669,0.295,0.597,0.062,0.039,0,0.008,129
1.369538899,104.0446669,0.4,0.6,0,0,0,0,5
1.369538899,104.0586669,1,0,0,0,0,0,1
1.369538899,104.0726669,1,0,0,0,0,0,1
1.373580353,103.6876668,0.4,0,0.267,0.2,0,0.133,15
1.373580353,103.7016668,0.357,0,0.357,0.071,0.214,0,14
1.373580353,103.7156668,0.222,0.111,0.222,0.333,0.111,0,9
1.373580353,103.7296668,0.289,0.267,0.2,0.089,0.022,0.133,45
1.373580353,103.7436668,0.367,0.204,0.163,0.163,0,0.102,49
1.373580353,103.7576668,0.381,0.119,0.143,0.238,0.024,0.095,42
1.373580353,103.7716668,0.2,0.292,0.277,0.185,0.031,0.015,65
1.373580353,103.7856668,0.123,0.07,0.386,0.105,0.263,0.053,57
1.373580353,103.7996668,0.429,0,0.429,0.143,0,0,7
1.373580353,103.8136668,0.181,0.06,0.47,0.205,0.072,0.012,83
1.373580353,103.8276668,0.203,0.139,0.342,0.241,0.063,0.013,79
1.373580353,103.8416668,0.087,0.098,0.511,0.25,0.033,0.022,92
1.373580353,103.8556668,0.169,0.077,0.385,0.308,0.046,0.015,65
1.373580353,103.8696668,0.129,0.229,0.486,0.114,0.029,0.014,70
1.373580353,103.8836668,0.25,0.023,0.591,0.068,0.045,0.023,44
1.373580353,103.8976668,0.217,0.261,0.348,0.109,0.065,0,46
1.373580353,103.9116669,0.25,0.125,0.25,0.375,0,0,8
1.373580353,103.9256669,0.157,0.108,0.422,0.181,0.048,0.084,83
1.373580353,103.9396669,0.1,0,0.633,0.2,0.033,0.033,60
1.373580353,103.9536669,0.164,0.068,0.548,0.082,0.123,0.014,73
1.373580353,103.9676669,0.118,0.078,0.392,0.314,0.059,0.039,51
1.373580353,103.9816669,0,0.425,0.125,0.1,0.35,0,40
1.373580353,103.9956669,0.089,0.573,0.161,0.032,0.145,0,124
1.373580353,104.0096669,0.019,0.056,0.652,0.186,0.062,0.025,161
1.373580353,104.0376669,0,1,0,0,0,0,1
1.373580353,104.0656669,1,0,0,0,0,0,1
1.373580353,104.0796669,0.667,0.333,0,0,0,0,3
1.377621807,103.6806667,0,0,1,0,0,0,2
1.377621807,103.6946668,0.421,0.105,0.263,0.105,0.053,0.053,19
1.377621807,103.7086668,0,0,0.4,0,0.6,0,5
1.377621807,103.7226668,0.261,0.217,0.196,0.13,0.065,0.13,46
1.377621807,103.7366668,0.234,0.255,0.277,0.149,0,0.085,47
1.377621807,103.7506668,0.333,0.143,0.143,0.167,0.119,0.095,42
1.377621807,103.7646668,0.439,0.228,0.158,0.088,0.07,0.018,57
1.377621807,103.7786668,0.141,0.172,0.344,0.25,0.047,0.047,64
1.377621807,103.7926668,0.167,0,0.333,0,0.5,0,6
1.377621807,103.8066668,0.212,0.03,0.485,0.197,0.076,0,66
1.377621807,103.8206668,0.103,0.069,0.414,0.241,0.103,0.069,58
1.377621807,103.8346668,0.065,0.097,0.435,0.323,0.032,0.048,62
1.377621807,103.8486668,0.15,0.217,0.483,0.1,0.05,0,60
1.377621807,103.8626668,0.129,0.145,0.355,0.29,0,0.081,62
1.377621807,103.8766668,0.286,0.086,0.457,0.086,0.057,0.029,35
1.377621807,103.8906668,0.282,0.051,0.474,0.154,0.038,0,78
1.377621807,103.9046669,0.186,0.119,0.356,0.237,0.085,0.017,59
1.377621807,103.9186669,0.062,0.312,0.312,0.188,0.125,0,16
1.377621807,103.9326669,0.158,0.053,0.526,0.193,0.053,0.018,57
1.377621807,103.9466669,0.2,0.05,0.56,0.08,0.1,0.01,100
1.377621807,103.9606669,0.27,0.19,0.381,0.095,0.063,0,63
1.377621807,103.9746669,0.143,0.048,0.381,0.19,0.143,0.095,21
1.377621807,103.9886669,0.117,0.35,0.2,0.117,0.2,0.017,60
1.377621807,104.0026669,0.006,0.064,0.66,0.186,0.064,0.019,156
1.377621807,104.0586669,1,0,0,0,0,0,1
1.377621807,104.0726669,1,0,0,0,0,0,1
1.38166326,103.6876668,0.143,0.143,0.429,0.143,0,0.143,7
1.38166326,103.7016668,0.25,0.125,0.312,0,0.312,0,16
1.38166326,103.7156668,0.067,0.133,0.467,0.067,0.133,0.133,15
1.38166326,103.7296668,0.224,0.184,0.224,0.143,0.061,0.163,49
1.38166326,103.7436668,0.241,0.241,0.241,0.19,0.052,0.034,58
1.38166326,103.7576668,0.463,0.122,0.098,0.122,0.195,0,41
1.38166326,103.7716668,0.315,0.164,0.301,0.151,0.068,0,73
1.38166326,103.7856668,0.25,0,0.75,0,0,0,4
1.38166326,103.7996668,0.143,0,0.357,0,0.5,0,14
1.38166326,103.8136668,0.096,0.038,0.5,0.25,0.096,0.019,52
1.38166326,103.8276668,0.125,0.025,0.425,0.25,0.1,0.075,40
1.38166326,103.8416668,0.131,0.279,0.393,0.066,0.066,0.066,61
1.38166326,103.8556668,0.091,0.303,0.379,0.136,0.061,0.03,66
1.38166326,103.8696668,0.203,0.281,0.219,0.203,0,0.094,64
1.38166326,103.8836668,0.111,0.111,0.481,0.278,0.019,0,54
1.38166326,103.8976668,0.23,0.131,0.41,0.197,0.033,0,61
1.38166326,103.9116669,0.333,0.244,0.178,0.111,0.022,0.111,45
1.38166326,103.9256669,0.283,0.113,0.434,0.075,0.094,0,53
1.38166326,103.9396669,0.145,0.137,0.634,0.061,0.023,0,131
1.38166326,103.9536669,0.146,0.062,0.604,0.062,0.115,0.01,96
1.38166326,103.9676669,0.256,0.269,0.269,0.141,0.013,0.051,78
1.38166326,103.9816669,0.308,0.077,0.154,0.154,0.269,0.038,26
1.38166326,103.9956669,0.233,0.4,0.133,0.1,0.067,0.067,60
1.38166326,104.0236669,0.5,0.5,0,0,0,0,2
1.385704714,103.6946668,0.222,0.278,0.222,0.111,0.111,0.056,18
1.385704714,103.7226668,0.171,0.114,0.286,0.143,0.114,0.171,35
1.385704714,103.7366668,0.1,0.3,0.367,0.133,0.033,0.067,30
1.385704714,103.7506668,0.234,0.213,0.277,0.213,0.043,0.021,47
