R,G,B
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
115.2443413,118.924768,108.050688
105.3221973,109.511072,95.154304
130.4397547,127.4325333,95.11556267
122.5577067,125.3014827,126.7290187
98.90145067,113.7317067,61.368416
151.3969013,158.6627253,165.331984
153.2767413,154.5522187,144.2124053
95.21256533,96.212736,82.39556267
107.1245867,113.249504,88.94208
140.676336,161.3131253,135.5319893
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
109.9467093,102.9841067,99.23493867
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
122.9653523,144.5947829,161.5895374
120.2060214,130.5044342,105.8213096
115.2443413,118.924768,108.050688
125.6082705,79.59597153,64.66281851
82.503296,83.34706133,83.64351467
72.25810133,72.49193067,66.115136
108.3471601,120.1368114,91.75446975
122.7773173,119.8352373,111.354704
126.9479858,131.8957153,139.6974875
149.4275147,151.8785013,151.7741227
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
122.9653523,144.5947829,161.5895374
120.2060214,130.5044342,105.8213096
115.2443413,118.924768,108.050688
125.6082705,79.59597153,64.66281851
82.503296,83.34706133,83.64351467
72.25810133,72.49193067,66.115136
108.3471601,120.1368114,91.75446975
122.7773173,119.8352373,111.354704
126.9479858,131.8957153,139.6974875
149.4275147,151.8785013,151.7741227
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
122.9653523,144.5947829,161.5895374
120.2060214,130.5044342,105.8213096
115.2443413,118.924768,108.050688
125.6082705,79.59597153,64.66281851
82.503296,83.34706133,83.64351467
72.25810133,72.49193067,66.115136
108.3471601,120.1368114,91.75446975
122.7773173,119.8352373,111.354704
126.9479858,131.8957153,139.6974875
149.4275147,151.8785013,151.7741227
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
73.77012267,75.16418133,70.045184
108.156363,104.9037865,102.0633594
83.81584342,86.35333096,77.74688968
128.1009893,132.8384911,119.4349039
94.74773867,96.82504533,102.5324
87.76635733,85.32381867,82.36756267
100.1392242,109.853331,107.3808897
101.7958363,109.6671388,76.74888968
85.47546619,88.67255516,91.74989324
104.1198221,104.5666833,88.88064769
103.5945053,103.067331,76.79741637
112.7172613,115.9609489,101.1828348
106.798176,111.1383787,97.87427733
83.50230605,84.57916726,64.51825623
119.7825333,121.763152,113.2338453
111.9845707,118.3738133,99.387504
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
