R,G,B,Lat,Lon,cluster
123.33812478929,119.517407580571,107.877349231164,1.272544009,103.8626668,3
121.445750212359,105.898508014118,96.1444405451675,1.276585462,103.6176667,5
118.521827567877,103.103033189871,94.4309670930564,1.276585462,103.6316667,5
134.454147671458,137.849131725763,152.710304573376,1.276585462,103.6456667,6
141.430226596707,102.422709244138,96.5442884382747,1.276585462,103.7156668,4
146.956939547439,130.171440966166,111.321618009158,1.276585462,103.7296668,8
143.001683549756,114.667087842789,106.889322157911,1.276585462,103.7576668,4
91.9088470729803,98.1951651490771,80.0121368779334,1.276585462,103.7716668,2
123.535620105396,107.150468916733,83.8412700305756,1.276585462,103.7856668,5
117.120479704189,115.348615953432,91.4058060104162,1.276585462,103.7996668,5
110.624482629125,110.648644834372,95.0031953473243,1.276585462,103.8136668,5
132.619738886763,121.067627265752,99.3071499768319,1.276585462,103.8276668,4
126.187572247916,107.261752012066,87.9939928728888,1.276585462,103.8416668,5
112.109343911502,111.216161455627,102.660356142723,1.276585462,103.8556668,3
109.51239821488,109.101735105986,106.447688970837,1.276585462,103.8696668,3
118.420918227083,104.473861441553,95.3821651613498,1.280626916,103.6246667,5
134.454147671458,137.849131725763,152.710304573376,1.280626916,103.6386667,6
150.516509480524,150.355847897663,149.205000042456,1.280626916,103.6526667,7
159.492383419026,120.704119705075,94.1996306391598,1.280626916,103.7086668,4
152.438617627537,135.449782186119,114.091300318252,1.280626916,103.7226668,8
182.117875940737,161.573692838166,132.907404232441,1.280626916,103.7366668,7
129.852458016073,137.267556605891,133.497829124784,1.280626916,103.7506668,6
101.88172105941,98.9687154791376,75.3244409263724,1.280626916,103.7646668,2
114.33872043349,113.629382001245,99.0393495538479,1.280626916,103.7786668,3
113.780110282675,116.942600593926,86.1422612905457,1.280626916,103.7926668,5
118.968275363347,111.259029869216,92.8791346568014,1.280626916,103.8066668,5
114.90059439467,110.735682466902,98.9877464956704,1.280626916,103.8206668,3
130.270142760024,117.593332386528,99.3894723877838,1.280626916,103.8346668,4
120.440052251629,110.218235794444,95.0999191393612,1.280626916,103.8486668,5
