Lat,Lon,R.avg,G.avg,B.avg,avgHexColor
1.260419647,103.6036667,58,84,117.333333333333,#3A5475
1.260419647,103.6176667,126.714285714286,139.428571428571,153.714285714286,#7E8B99
1.260419647,103.6316667,220.2,230.4,227.333333333333,#DCE6E3
1.260419647,103.7016668,124,117.454545454545,111.181818181818,#7C756F
1.260419647,103.7156668,205.75,207.75,192.75,#CDCFC0
1.260419647,103.7856668,179.25,183.25,185.833333333333,#B3B7B9
1.260419647,103.8136668,128.625,138.245192307692,145.668269230769,#808A91
1.260419647,103.8276668,171.00518134715,171.253886010363,171.569948186529,#ABABAB
1.260419647,103.8416668,156.53164556962,157.417721518987,155.139240506329,#9C9D9B
1.260419647,103.8556668,143.719696969697,152.522727272727,153.037878787879,#8F9899
1.264461101,103.6106667,85.8,101,118.2,#556576
1.264461101,103.6246667,187.1875,196.6875,197.5625,#BBC4C5
1.264461101,103.6946668,68,70.75,62.5,#44463E
1.264461101,103.7086668,167.4,168.4,155.4,#A7A89B
1.264461101,103.7786668,2,2,2,#020202
1.264461101,103.7926668,168.022988505747,169.758620689655,171.540229885057,#A8A9AB
1.264461101,103.8066668,127.158878504673,126.5,123.289719626168,#7F7E7B
1.264461101,103.8206668,108.468599033816,115.115942028986,119.830917874396,#6C7377
1.264461101,103.8346668,148.771144278607,150.761194029851,151.189054726368,#949697
1.264461101,103.8486668,139.184210526316,144.144736842105,146.394736842105,#8B9092
1.264461101,103.8626668,152.363228699552,155.27802690583,158.125560538117,#989B9E
1.268502555,103.6036667,246,235,243,#F6EBF3
1.268502555,103.6176667,137.458333333333,145.083333333333,152.5,#899198
1.268502555,103.6316667,192.827586206897,201.241379310345,205.413793103448,#C0C9CD
1.268502555,103.7016668,57.2,58.8,51.2,#393A33
1.268502555,103.7156668,248.5,239,241,#F8EFF1
1.268502555,103.7716668,136.111111111111,140.555555555556,135.555555555556,#888C87
1.268502555,103.7856668,116.545454545455,116.454545454545,114,#747472
1.268502555,103.7996668,126.677419354839,127.230414746544,123.741935483871,#7E7F7B
1.268502555,103.8136668,143.325688073395,147.348623853211,150.399082568807,#8F9396
1.268502555,103.8276668,134.154228855721,135.383084577114,138.840796019901,#86878A
1.268502555,103.8416668,125.066985645933,126.497607655502,126.124401913876,#7D7E7E
1.268502555,103.8556668,136.039647577093,140.594713656388,143.47577092511,#888C8F
1.272544009,103.6106667,254,255,255,#FEFFFF
1.272544009,103.6246667,192.482352941176,197.141176470588,198.447058823529,#C0C5C6
1.272544009,103.6386667,233.5,239,232.5,#E9EFE8
1.272544009,103.6946668,68,70.75,62.5,#44463E
1.272544009,103.7086668,170.333333333333,163,162.666666666667,#AAA3A2
1.272544009,103.7226668,178.75,162.75,142.75,#B2A28E
1.272544009,103.7366668,86.5,88,88.5,#565858
1.272544009,103.7646668,142.333333333333,144.555555555556,138.777777777778,#8E908A
1.272544009,103.7926668,153.08658008658,157.640692640693,151.627705627706,#999D97
1.272544009,103.8066668,132.009132420091,131.538812785388,131.721461187215,#848383
1.272544009,103.8206668,137.815165876777,139.739336492891,143.094786729858,#898B8F
1.272544009,103.8346668,141.814285714286,143.42380952381,144.133333333333,#8D8F90
1.272544009,103.8486668,143.464285714286,142.191964285714,140.433035714286,#8F8E8C
1.272544009,103.8626668,148.068292682927,151.49756097561,153.209756097561,#949799
1.276585462,103.6176667,163.913043478261,166.695652173913,172.913043478261,#A3A6AC
1.276585462,103.6316667,221.391304347826,222.934782608696,222.108695652174,#DDDEDE
1.276585462,103.6456667,233.5,239,232.5,#E9EFE8
1.276585462,103.7156668,188.25,181.5,171.25,#BCB5AB
1.276585462,103.7296668,132.142857142857,123.571428571429,112.571428571429,#847B70
1.276585462,103.7576668,248,238.5,229,#F8EEE5
1.276585462,103.7716668,108.866666666667,115.266666666667,110.666666666667,#6C736E
1.276585462,103.7856668,138.931216931217,136.661375661376,136.402116402116,#8A8888
1.276585462,103.7996668,145.717391304348,148.308695652174,149.639130434783,#919495
1.276585462,103.8136668,141.798994974874,143.693467336683,146.844221105528,#8D8F92
1.276585462,103.8276668,169.448598130841,168.448598130841,165.042056074766,#A9A8A5
1.276585462,103.8416668,146.627777777778,145.766666666667,147.555555555556,#929193
1.276585462,103.8556668,121.664948453608,126.237113402062,129.422680412371,#797E81
1.276585462,103.8696668,123.855855855856,130.256756756757,135.432432432432,#7B8287
1.280626916,103.6246667,194.490196078431,196.078431372549,197.411764705882,#C2C4C5
1.280626916,103.6386667,233.5,239,232.5,#E9EFE8
1.280626916,103.6526667,175,179,186,#AFB3BA
1.280626916,103.7086668,128,124,101.5,#807C65
1.280626916,103.7226668,167.666666666667,155.833333333333,135,#A79B87
1.280626916,103.7366668,70,71.3333333333333,72.3333333333333,#464748
1.280626916,103.7506668,222,212.5,204,#DED4CC
1.280626916,103.7646668,68.3333333333333,74.8888888888889,73,#444A49
1.280626916,103.7786668,152.383620689655,155.090517241379,154.840517241379,#989B9A
1.280626916,103.7926668,141.740909090909,146.095454545455,144.990909090909,#8D9290
1.280626916,103.8066668,136.89519650655,134.008733624454,132.174672489083,#888684
1.280626916,103.8206668,158.514705882353,160.612745098039,163.509803921569,#9EA0A3
1.280626916,103.8346668,162.046218487395,158.798319327731,156.457983193277,#A29E9C
1.280626916,103.8486668,163.861538461538,164.123076923077,164.528205128205,#A3A4A4
1.280626916,103.8626668,112.546511627907,117.575581395349,116.453488372093,#707574
1.280626916,103.8766668,141.340909090909,151.059090909091,157.95,#8D979D
1.28466837,103.6176667,75.75,75.75,72.5,#4B4B48
1.28466837,103.6316667,219.037037037037,219.074074074074,216.444444444444,#DBDBD8
1.28466837,103.6456667,100.5,102.5,104,#646668
1.28466837,103.6736667,32,51.5,52,#203334
1.28466837,103.7156668,164,154.666666666667,130.666666666667,#A49A82
1.28466837,103.7296668,91.3333333333333,69.3333333333333,50.3333333333333,#5B4532
1.28466837,103.7576668,158.75,164.25,165.75,#9EA4A5
1.28466837,103.7716668,173.027149321267,172.316742081448,165.615384615385,#ADACA5
1.28466837,103.7856668,133.68932038835,135.898058252427,134.752427184466,#858786
1.28466837,103.7996668,132.021551724138,131.047413793103,129.512931034483,#848381
1.28466837,103.8136668,157.109004739337,157.824644549763,157.018957345972,#9D9D9D
1.28466837,103.8276668,159.304147465438,156.940092165899,154.400921658986,#9F9C9A
1.28466837,103.8416668,152.186170212766,153.335106382979,154.303191489362,#98999A
1.28466837,103.8556668,148.201923076923,154.817307692308,155.903846153846,#949A9B
1.28466837,103.8696668,120.011764705882,121.511764705882,121.247058823529,#787979
1.28466837,103.8836668,178.73417721519,183.645569620253,183.810126582279,#B2B7B7
1.288709824,103.6246667,114,117.333333333333,113.333333333333,#727571
1.288709824,103.6386667,126,126.8,128,#7E7E80
1.288709824,103.6526667,175,179,186,#AFB3BA
1.288709824,103.6666667,92.2,93.6,89.2,#5C5D59
1.288709824,103.6806667,63,102,101,#3F6665
1.288709824,103.7086668,17,18,10,#11120A
1.288709824,103.7226668,128.5,120.5,106.5,#80786A
1.288709824,103.7506668,92.2,107.8,129.2,#5C6B81
1.288709824,103.7646668,136.610837438424,136.463054187192,133.23645320197,#888885
1.288709824,103.7786668,125.052173913043,126.086956521739,124.721739130435,#7D7E7C
1.288709824,103.7926668,148.405660377359,149.528301886792,147.179245283019,#949593
1.288709824,103.8066668,139.577092511013,139.79295154185,138.68281938326,#8B8B8A
1.288709824,103.8206668,148.720812182741,146.878172588833,141.116751269036,#94928D
1.288709824,103.8346668,160.008849557522,157.194690265487,153.12389380531,#A09D99
1.288709824,103.8486668,144.35,144.08,143.56,#90908F
1.288709824,103.8626668,132.712765957447,136.675531914894,135.904255319149,#848887
1.288709824,103.8766668,121.532338308458,125.318407960199,133.094527363184,#797D85
1.288709824,103.8906668,179.004651162791,180.758139534884,180.920930232558,#B3B4B4
1.292751277,103.6176667,186.6,186.8,187.6,#BABABB
1.292751277,103.6316667,129.333333333333,129.222222222222,136.222222222222,#818188
1.292751277,103.6456667,137.6,138.8,143.8,#898A8F
1.292751277,103.6596667,192.666666666667,189.666666666667,176,#C0BDB0
1.292751277,103.6736667,130.3,128.8,122.5,#82807A
1.292751277,103.7016668,134.666666666667,120.5,120.166666666667,#867878
1.292751277,103.7156668,132.636363636364,123.363636363636,117.545454545455,#847B75
1.292751277,103.7576668,145.41592920354,144.867256637168,146.216814159292,#919092
1.292751277,103.7716668,122.05376344086,120.05376344086,116.763440860215,#7A7874
1.292751277,103.7856668,142.229074889868,142.431718061674,138.942731277533,#8E8E8A
1.292751277,103.7996668,140.84347826087,137.64347826087,136.339130434783,#8C8988
1.292751277,103.8136668,152.234146341463,151.614634146341,151.99512195122,#989797
1.292751277,103.8276668,117.436018957346,115.018957345972,112.928909952607,#757370
1.292751277,103.8416668,146.637614678899,146.93119266055,145.56880733945,#929291
1.292751277,103.8556668,143.234234234234,147.238738738739,149.567567567568,#8F9395
1.292751277,103.8696668,108.593457943925,106.616822429907,111.369158878505,#6C6A6F
1.292751277,103.8836668,167.041666666667,166.643518518519,167.074074074074,#A7A6A7
1.292751277,103.8976668,151.357142857143,151.819047619048,152.72380952381,#979798
1.296792731,103.6246667,166.2,166.2,174.3,#A6A6AE
1.296792731,103.6386667,87.4545454545455,87.7272727272727,89.3636363636364,#575759
1.296792731,103.6526667,102,106,111.818181818182,#666A6F
1.296792731,103.6666667,114.555555555556,135.777777777778,140,#72878C
1.296792731,103.6806667,152.631578947368,152.315789473684,159.789473684211,#98989F
1.296792731,103.6946668,151.8,161.3,169.1,#97A1A9
1.296792731,103.7086668,105.421052631579,99.3157894736842,95.4736842105263,#69635F
1.296792731,103.7226668,128.5,120.5,106.5,#80786A
1.296792731,103.7366668,181.444444444444,187.444444444444,196,#B5BBC4
1.296792731,103.7506668,110.098039215686,111.43137254902,115.490196078431,#6E6F73
1.296792731,103.7646668,153.932584269663,153.668539325843,148.438202247191,#999994
1.296792731,103.7786668,130.016042780749,126.27807486631,122.754010695187,#827E7A
1.296792731,103.7926668,143.422018348624,140.811926605505,136.798165137615,#8F8C88
1.296792731,103.8066668,145.703703703704,143.824074074074,144.152777777778,#918F90
1.296792731,103.8206668,131.567307692308,130.173076923077,123.605769230769,#83827B
1.296792731,103.8346668,149.609137055838,147.868020304569,142.583756345178,#95938E
1.296792731,103.8486668,110.378109452736,108.28855721393,103.36815920398,#6E6C67
1.296792731,103.8626668,146.218604651163,148.772093023256,151.66511627907,#929497
1.296792731,103.8766668,111.585987261147,113.229299363057,117.152866242038,#6F7175
1.296792731,103.8906668,144.877450980392,146.078431372549,144.990196078431,#909290
1.296792731,103.9046669,147.013574660633,147.054298642534,145.180995475113,#939391
1.300834185,103.6176667,231.75,232,237.25,#E7E8ED
1.300834185,103.6316667,177.6,173.8,185.6,#B1ADB9
1.300834185,103.6456667,82.6326530612245,84.3469387755102,90.265306122449,#52545A
1.300834185,103.6596667,182.416666666667,205.916666666667,218.583333333333,#B6CDDA
1.300834185,103.6736667,154.4,154.8,160.92,#9A9AA0
1.300834185,103.6876668,115.333333333333,117.333333333333,121.166666666667,#737579
1.300834185,103.7016668,116.130434782609,118.086956521739,119.95652173913,#747677
1.300834185,103.7156668,125,116.2,113,#7D7471
1.300834185,103.7296668,163.966666666667,165.366666666667,166.266666666667,#A3A5A6
1.300834185,103.7436668,131.173913043478,129.724637681159,128.753623188406,#838180
1.300834185,103.7576668,155.990990990991,157.468468468468,158.036036036036,#9B9D9E
1.300834185,103.7716668,115.28729281768,111.933701657459,111.011049723757,#736F6F
1.300834185,103.7856668,131.374429223744,130.10502283105,125.611872146119,#83827D
1.300834185,103.7996668,161.964912280702,161.337719298246,159.179824561404,#A1A19F
1.300834185,103.8136668,125.009950248756,127.383084577114,121.407960199005,#7D7F79
1.300834185,103.8276668,137.846153846154,133.923076923077,128.117948717949,#898580
1.300834185,103.8416668,145.29702970297,143.544554455446,140.173267326733,#918F8C
1.300834185,103.8556668,127.183406113537,127.410480349345,127.445414847162,#7F7F7F
1.300834185,103.8696668,110.766055045872,109.481651376147,111.128440366972,#6E6D6F
1.300834185,103.8836668,153.382352941176,154.676470588235,154.235294117647,#999A9A
1.300834185,103.8976668,151.142076502732,149.584699453552,146.650273224044,#979592
1.300834185,103.9116669,151.320346320346,150.991341991342,148.714285714286,#979694
1.300834185,103.9256669,131.658031088083,133.00518134715,135.512953367876,#838587
1.304875639,103.6246667,143.25,142.166666666667,134.083333333333,#8F8E86
1.304875639,103.6386667,89.1176470588235,88.7058823529412,93,#59585D
1.304875639,103.6526667,103.326530612245,107.979591836735,116.163265306122,#676B74
1.304875639,103.6666667,183.25,195,198.333333333333,#B7C3C6
1.304875639,103.6806667,166.4,167.5,170.933333333333,#A6A7AA
1.304875639,103.6946668,136.4,145.533333333333,151.866666666667,#889197
1.304875639,103.7086668,129.590909090909,120.454545454545,118.136363636364,#817876
1.304875639,103.7226668,132.964788732394,132.422535211268,130.816901408451,#848482
1.304875639,103.7366668,192.181818181818,198.181818181818,205.181818181818,#C0C6CD
1.304875639,103.7506668,121.417085427136,121.015075376884,120.954773869347,#797978
1.304875639,103.7646668,130.150537634409,129.930107526882,128.645161290323,#828180
1.304875639,103.7786668,117.696132596685,113.883977900553,111.646408839779,#75716F
1.304875639,103.7926668,119.519047619048,116.309523809524,112.1,#777470
1.304875639,103.8066668,126.379146919431,125.734597156398,123.483412322275,#7E7D7B
1.304875639,103.8206668,132.748663101604,133.620320855615,128.27807486631,#848580
1.304875639,103.8346668,139.097435897436,136.420512820513,132.502564102564,#8B8884
1.304875639,103.8486668,143.360169491525,143.127118644068,141.995762711864,#8F8F8D
1.304875639,103.8626668,171.252293577982,172.128440366972,173.128440366972,#ABACAD
1.304875639,103.8766668,119.914691943128,116.492890995261,114.478672985782,#777472
1.304875639,103.8906668,166.524038461538,167.408653846154,168.038461538462,#A6A7A8
1.304875639,103.9046669,141.536585365854,141.248780487805,139.517073170732,#8D8D8B
1.304875639,103.9186669,154.695278969957,151.613733905579,148.18025751073,#9A9794
1.304875639,103.9326669,135.104347826087,136.147826086957,138.004347826087,#87888A
1.308917092,103.6316667,120.1,127.2,104,#787F68
1.308917092,103.6456667,88.1111111111111,90.6481481481481,97.9074074074074,#585A61
1.308917092,103.6596667,166.692307692308,162.692307692308,144.307692307692,#A6A290
1.308917092,103.6736667,186.625,185.9375,182.5,#BAB9B6
1.308917092,103.6876668,174.833333333333,180.666666666667,179.5,#AEB4B3
1.308917092,103.7016668,135.411764705882,135.588235294118,136,#878788
1.308917092,103.7156668,166.421052631579,165.789473684211,167.052631578947,#A6A5A7
1.308917092,103.7296668,151.011111111111,150.505555555556,148.138888888889,#979694
1.308917092,103.7436668,123.030769230769,122.779487179487,122.620512820513,#7B7A7A
1.308917092,103.7576668,153.72380952381,153.428571428571,151.661904761905,#999997
1.308917092,103.7716668,128.886138613861,129.643564356436,131.490099009901,#808183
1.308917092,103.7856668,136.507462686567,135.532338308458,132.557213930348,#888784
1.308917092,103.7996668,136.369158878505,136.364485981308,133.102803738318,#888885
1.308917092,103.8136668,128.021390374332,132.224598930481,120.513368983957,#808478
1.308917092,103.8276668,130.378109452736,126.283582089552,121.024875621891,#827E79
1.308917092,103.8416668,140.915094339623,139.466981132075,137.169811320755,#8C8B89
1.308917092,103.8556668,178.307692307692,178.366515837104,178.285067873303,#B2B2B2
1.308917092,103.8696668,130.910714285714,126.366071428571,121.397321428571,#827E79
1.308917092,103.8836668,160.224489795918,159.841836734694,157.071428571429,#A09F9D
1.308917092,103.8976668,142.252475247525,139,136.514851485149,#8E8B88
1.308917092,103.9116669,162.907172995781,161.438818565401,157.206751054852,#A2A19D
1.308917092,103.9256669,135.354545454545,139.790909090909,141.413636363636,#878B8D
1.308917092,103.9396669,172.083720930233,172.651162790698,169.846511627907,#ACACA9
1.308917092,103.9536669,129.900497512438,128.930348258706,126.840796019901,#81807E
1.308917092,103.9816669,136.557823129252,137.068027210884,133.891156462585,#888985
1.308917092,103.9956669,153,149.894736842105,142.477732793522,#99958E
1.312958546,103.6246667,136.818181818182,148.909090909091,140.954545454545,#88948C
1.312958546,103.6386667,166.083333333333,169.083333333333,167.166666666667,#A6A9A7
1.312958546,103.6526667,120.404761904762,121.119047619048,122.619047619048,#78797A
1.312958546,103.6666667,166.076923076923,163.923076923077,162,#A6A3A2
1.312958546,103.6806667,183.7,187.6,183.9,#B7BBB7
1.312958546,103.6946668,89.3333333333333,89.5833333333333,87.8333333333333,#595957
1.312958546,103.7086668,81.4720812182741,85.7918781725888,74.9847715736041,#51554A
1.312958546,103.7226668,151.766666666667,151.566666666667,149.416666666667,#979795
1.312958546,103.7366668,127.984962406015,129.473684210526,128.992481203008,#7F8180
1.312958546,103.7506668,130.75,131.367346938776,130.954081632653,#828382
1.312958546,103.7646668,151.357541899441,149.882681564246,147.251396648045,#979593
1.312958546,103.7786668,137.788944723618,135.643216080402,132.095477386935,#898784
1.312958546,103.7926668,125.72380952381,124.995238095238,121.504761904762,#7D7C79
1.312958546,103.8066668,114.148571428571,117.354285714286,111.274285714286,#72756F
1.312958546,103.8206668,133.185792349727,136.928961748634,126.792349726776,#85887E
1.312958546,103.8346668,127.153110047847,122.875598086124,120.33971291866,#7F7A78
1.312958546,103.8486668,172.356807511737,172.408450704225,171.347417840376,#ACACAB
1.312958546,103.8626668,153.442857142857,155.428571428571,155.047619047619,#999B9B
1.312958546,103.8766668,118,116.845794392523,112.691588785047,#767470
1.312958546,103.8906668,137.038647342995,135.729468599034,135.990338164251,#898787
1.312958546,103.9046669,148.347417840376,145.455399061033,142.046948356808,#94918E
1.312958546,103.9186669,146.262443438914,143.927601809955,140.407239819005,#928F8C
1.312958546,103.9326669,157.399082568807,159.779816513761,156.669724770642,#9D9F9C
1.312958546,103.9466669,161.37556561086,163.47963800905,162.135746606335,#A1A3A2
1.312958546,103.9606669,148.341836734694,150.510204081633,153.020408163265,#949699
1.312958546,103.9746669,153.432989690722,152.355670103093,148.510309278351,#999894
1.312958546,103.9886669,103.048780487805,98.1951219512195,95.7621951219512,#67625F
1.312958546,104.0026669,168.963503649635,166.956204379562,160.394160583942,#A8A6A0
1.312958546,104.0166669,152.719457013575,158.452488687783,162.185520361991,#989EA2
1.312958546,104.0306669,185.783898305085,187.834745762712,190.690677966102,#B9BBBE
1.317,103.6316667,147.37037037037,157.592592592593,151.111111111111,#939D97
1.317,103.6456667,126.84,132.08,137.04,#7E8489
1.317,103.6596667,121.363636363636,118.727272727273,100.090909090909,#797664
1.317,103.6736667,103.25,99,87.5,#676357
1.317,103.6876668,191.2,185,185,#BFB9B9
1.317,103.7016668,85.6512820512821,89.3076923076923,78.2923076923077,#55594E
1.317,103.7156668,109.046632124352,109.445595854922,103.243523316062,#6D6D67
1.317,103.7296668,146.958115183246,146.921465968586,145.13612565445,#929291
1.317,103.7436668,133.299492385787,134.989847715736,136.233502538071,#858688
1.317,103.7716668,156.43023255814,152.622093023256,149.494186046512,#9C9895
1.317,103.7856668,116.603015075377,112.643216080402,102.683417085427,#747066
1.317,103.7996668,136.373831775701,136.31308411215,134.957943925234,#888886
1.317,103.8136668,139.516483516484,143.126373626374,134.362637362637,#8B8F86
1.317,103.8276668,126.215246636771,124.412556053812,120.434977578475,#7E7C78
1.317,103.8416668,137.869565217391,134.980676328502,131.111111111111,#898683
1.317,103.8556668,152.161764705882,152.303921568627,150.882352941176,#989896
1.317,103.8696668,172.056603773585,164.698113207547,159.216981132075,#ACA49F
1.317,103.8836668,155.831683168317,157.346534653465,157.524752475248,#9B9D9D
1.317,103.8976668,139.830508474576,135.909604519774,134.932203389831,#8B8786
1.317,103.9116669,156.178571428571,152.973214285714,149.892857142857,#9C9895
1.317,103.9256669,133.412844036697,133.821100917431,132.238532110092,#858584
1.317,103.9396669,168.694835680751,169.051643192488,166.769953051643,#A8A9A6
1.317,103.9536669,148.490825688073,149.45871559633,150.637614678899,#949596
1.317,103.9676669,154.848484848485,155.550505050505,153.742424242424,#9A9B99
1.317,103.9816669,88.3466666666667,83.34,82.4933333333333,#585352
1.317,103.9956669,101.975308641975,97.2777777777778,95,#65615F
1.317,104.0096669,143.891891891892,151.108108108108,156.621621621622,#8F979C
1.317,104.0236669,153.366071428571,154.897321428571,157.334821428571,#999A9D
1.317,104.0376669,157.323529411765,129.882352941176,115.676470588235,#9D8173
1.321041454,103.6246667,146.5,162.75,163.0625,#92A2A3
1.321041454,103.6386667,178.5,180.388888888889,175.666666666667,#B2B4AF
1.321041454,103.6526667,65.5,69.875,75.5,#41454B
1.321041454,103.6666667,155.625,163.8125,167.3125,#9BA3A7
1.321041454,103.6806667,159.382352941176,156.323529411765,150.088235294118,#9F9C96
1.321041454,103.6946668,143.547619047619,140.02380952381,135.976190476191,#8F8C87
1.321041454,103.7086668,85.6512820512821,89.3076923076923,78.2923076923077,#55594E
1.321041454,103.7226668,162.239726027397,163.705479452055,161.075342465753,#A2A3A1
