Lat,Lon,R.avg,G.avg,B.avg,avgHexColor
1.321041454,103.7366668,133.769585253456,133.078341013825,131.884792626728,#858583
1.321041454,103.7506668,143.315,142.435,139.835,#8F8E8B
1.321041454,103.7646668,126.588235294118,122.909090909091,120.245989304813,#7E7A78
1.321041454,103.7786668,109.843601895735,109.938388625592,103.862559241706,#6D6D67
1.321041454,103.7926668,155.846153846154,150.159763313609,144.01775147929,#9B9690
1.321041454,103.8066668,152.252427184466,151.257281553398,146.456310679612,#989792
1.321041454,103.8206668,158.856382978723,160.56914893617,152.968085106383,#9EA098
1.321041454,103.8346668,133.18018018018,131.513513513514,129.333333333333,#858381
1.321041454,103.8486668,132.049773755656,129.705882352941,125.502262443439,#84817D
1.321041454,103.8626668,153.882629107981,147.788732394366,145.098591549296,#999391
1.321041454,103.8766668,162.747524752475,161.945544554455,159.584158415842,#A2A19F
1.321041454,103.8906668,135.716049382716,134.074074074074,135.030864197531,#878687
1.321041454,103.9046669,156.091428571429,151.822857142857,149.114285714286,#9C9795
1.321041454,103.9186669,131.5,131.286458333333,130.5,#838382
1.321041454,103.9326669,144.665,140.56,138.125,#908C8A
1.321041454,103.9466669,163.036036036036,163.027027027027,162.490990990991,#A3A3A2
1.321041454,103.9606669,156.472972972973,158.036036036036,159.072072072072,#9C9E9F
1.321041454,103.9746669,156.663157894737,155.936842105263,152.4,#9C9B98
1.321041454,103.9886669,88.1506849315069,82.8561643835617,81.8972602739726,#585251
1.321041454,104.0166669,160.573275862069,165.155172413793,169.086206896552,#A0A5A9
1.321041454,104.0306669,164.429824561404,165.469298245614,167.223684210526,#A4A5A7
1.325082908,103.6316667,226.888888888889,224.666666666667,210.888888888889,#E2E0D2
1.325082908,103.6456667,100.733333333333,101,104.133333333333,#646568
1.325082908,103.6596667,212.615384615385,219,217,#D4DBD9
1.325082908,103.6736667,169.50495049505,164.653465346535,165.10396039604,#A9A4A5
1.325082908,103.6876668,190.852941176471,190.647058823529,184.441176470588,#BEBEB8
1.325082908,103.7016668,84.0339805825243,87.3980582524272,76.3009708737864,#54574C
1.325082908,103.7156668,131.372972972973,133.048648648649,127.497297297297,#83857F
1.325082908,103.7296668,144.039473684211,145.151315789474,137.986842105263,#909189
1.325082908,103.7436668,175.126984126984,177.232804232804,176.470899470899,#AFB1B0
1.325082908,103.7576668,123.377880184332,118.967741935484,115.811059907834,#7B7673
1.325082908,103.7716668,155.468468468468,153.797297297297,151.806306306306,#9B9997
1.325082908,103.7856668,148.402116402116,147.597883597884,141.375661375661,#94938D
1.325082908,103.7996668,139.980582524272,139.995145631068,139.150485436893,#8B8B8B
1.325082908,103.8136668,143.136363636364,135.989898989899,130.464646464646,#8F8782
1.325082908,103.8276668,109.544186046512,103.339534883721,96.2139534883721,#6D6760
1.325082908,103.8416668,137.875536480687,138.390557939914,138.111587982833,#898A8A
1.325082908,103.8556668,132.310526315789,129.768421052632,128.121052631579,#848180
1.325082908,103.8696668,149.100456621005,146.178082191781,142.255707762557,#95928E
1.325082908,103.8836668,158.281407035176,156.894472361809,155.150753768844,#9E9C9B
1.325082908,103.8976668,151.241610738255,149.201342281879,148.38255033557,#979594
1.325082908,103.9116669,154.215384615385,152.830769230769,149.702564102564,#9A9895
1.325082908,103.9256669,130.783251231527,129.965517241379,128.71921182266,#828180
1.325082908,103.9396669,151.283582089552,150.024875621891,146.179104477612,#979692
1.325082908,103.9536669,175.36,174.524444444444,172.884444444444,#AFAEAC
1.325082908,103.9676669,180.693069306931,187.108910891089,192.970297029703,#B4BBC0
1.325082908,103.9816669,157.05,161.79,162.62,#9DA1A2
1.325082908,103.9956669,164.633333333333,179.257142857143,197.02380952381,#A4B3C5
1.325082908,104.0096669,164.191387559809,178.995215311005,196.88038277512,#A4B2C4
1.325082908,104.0236669,171.400843881857,177.886075949367,182.755274261603,#ABB1B6
1.329124361,103.6386667,163.55,168.1,162.5,#A3A8A2
1.329124361,103.6526667,141.751879699248,137.96992481203,128.037593984962,#8D8980
1.329124361,103.6666667,192.944680851064,189.131914893617,188.557446808511,#C0BDBC
1.329124361,103.6806667,137.661290322581,137.349462365591,134.575268817204,#898986
1.329124361,103.6946668,121.088888888889,123.566666666667,122.822222222222,#797B7A
1.329124361,103.7086668,124.616822429907,124.317757009346,119.5,#7C7C77
1.329124361,103.7226668,160.886363636364,160.102272727273,157.244318181818,#A0A09D
1.329124361,103.7366668,168.584158415842,172.430693069307,171.207920792079,#A8ACAB
1.329124361,103.7506668,156.554545454545,152.327272727273,147.631818181818,#9C9893
1.329124361,103.7646668,144.169902912621,140.902912621359,139.388349514563,#908C8B
1.329124361,103.7786668,152.37619047619,155.07619047619,151.552380952381,#989B97
1.329124361,103.7926668,143.272321428571,141.683035714286,135.375,#8F8D87
1.329124361,103.8066668,149.962790697674,145.711627906977,140.46976744186,#95918C
1.329124361,103.8206668,144.777777777778,138.020202020202,125.717171717172,#908A7D
1.329124361,103.8346668,161.240343347639,160.480686695279,161.660944206009,#A1A0A1
1.329124361,103.8486668,147.756613756614,149.809523809524,146.724867724868,#939592
1.329124361,103.8626668,158.380165289256,155.896694214876,148.942148760331,#9E9B94
1.329124361,103.8766668,142.801470588235,142.139705882353,142.963235294118,#8E8E8E
1.329124361,103.8906668,173.069651741294,172.059701492537,168.825870646766,#ADACA8
1.329124361,103.9046669,149.526570048309,148.004830917874,146.463768115942,#959492
1.329124361,103.9186669,143.544600938967,143.30985915493,142.995305164319,#8F8F8E
1.329124361,103.9326669,138.930555555556,136.717592592593,132.662037037037,#8A8884
1.329124361,103.9466669,149.015151515152,148.252525252525,145.919191919192,#959491
1.329124361,103.9606669,159.608695652174,164.053140096618,171.178743961353,#9FA4AB
1.329124361,103.9746669,187.607142857143,194.375,192.839285714286,#BBC2C0
1.329124361,103.9886669,145.88,147.2,146.04,#919392
1.329124361,104.0026669,164.071770334928,178.818181818182,196.703349282297,#A4B2C4
1.329124361,104.0166669,99,131,169,#6383A9
1.333165815,103.6316667,154.833333333333,163,155,#9AA39B
1.333165815,103.6456667,171.488888888889,167.088888888889,165.155555555556,#ABA7A5
1.333165815,103.6596667,134.916666666667,131.625,121.55,#868379
1.333165815,103.6736667,141.515957446809,141.191489361702,139.664893617021,#8D8D8B
1.333165815,103.6876668,71.0555555555556,72.5808080808081,68.5808080808081,#474844
1.333165815,103.7016668,138.657458563536,137.740331491713,132.187845303867,#8A8984
1.333165815,103.7156668,150.620253164557,149.721518987342,145.29746835443,#969591
1.333165815,103.7296668,126.050925925926,131.138888888889,122.412037037037,#7E837A
1.333165815,103.7436668,171.655,173.7,173.65,#ABADAD
1.333165815,103.7576668,195.547945205479,196.602739726027,195.127853881279,#C3C4C3
1.333165815,103.7716668,138.84,136.32,134.25,#8A8886
1.333165815,103.7856668,151.127167630058,151.739884393064,146.768786127168,#979792
1.333165815,103.7996668,136.440677966102,137.402542372881,131.427966101695,#888983
1.333165815,103.8136668,151.40932642487,147.134715025907,137.585492227979,#979389
1.333165815,103.8276668,97.2865168539326,96.4213483146067,98.9101123595506,#616062
1.333165815,103.8416668,158.651452282158,158.846473029046,156.551867219917,#9E9E9C
1.333165815,103.8556668,155.102150537634,151.532258064516,147.913978494624,#9B9793
1.333165815,103.8696668,137.897196261682,140.088785046729,137.233644859813,#898C89
1.333165815,103.8836668,156.957894736842,154.268421052632,152.557894736842,#9C9A98
1.333165815,103.8976668,143.46261682243,142.518691588785,141.434579439252,#8F8E8D
1.333165815,103.9116669,146.719298245614,146.076023391813,144.093567251462,#929290
1.333165815,103.9256669,163.321266968326,161.746606334842,159.072398190045,#A3A19F
1.333165815,103.9396669,148.926940639269,146.159817351598,141.073059360731,#94928D
1.333165815,103.9536669,158.638095238095,161.67619047619,162.909523809524,#9EA1A2
1.333165815,103.9676669,159.095454545455,162.5,168.240909090909,#9FA2A8
1.333165815,103.9816669,174.313513513514,172.794594594595,164.210810810811,#AEACA4
1.333165815,103.9956669,205.92,207.48,206.08,#CDCFCE
1.337207269,103.6386667,139.730769230769,143.175824175824,145.71978021978,#8B8F91
1.337207269,103.6526667,147.792682926829,142.615853658537,134.146341463415,#938E86
1.337207269,103.6666667,193.707112970711,190.497907949791,190.108786610879,#C1BEBE
1.337207269,103.6806667,92.5260869565217,94.0173913043478,94.004347826087,#5C5E5E
1.337207269,103.6946668,112.806763285024,110.173913043478,106.400966183575,#706E6A
1.337207269,103.7086668,146.297674418605,134.581395348837,136.26511627907,#928688
1.337207269,103.7226668,120.708994708995,125.708994708995,111.608465608466,#787D6F
1.337207269,103.7366668,140.723214285714,146.15625,142.46875,#8C928E
1.337207269,103.7506668,155.277777777778,153.262626262626,151.161616161616,#9B9997
1.337207269,103.7646668,180.24,178.165,177.44,#B4B2B1
1.337207269,103.7786668,142.266666666667,143.958974358974,141.184615384615,#8E8F8D
1.337207269,103.7926668,133.252136752137,134.589743589744,126.961538461538,#85867E
1.337207269,103.8066668,131.042328042328,125.206349206349,115.851851851852,#837D73
1.337207269,103.8206668,100.612359550562,106.606741573034,102.5,#646A66
1.337207269,103.8346668,148.706976744186,150.846511627907,152.06511627907,#949698
1.337207269,103.8486668,160.890909090909,156.109090909091,152.260606060606,#A09C98
1.337207269,103.8626668,129.962790697674,129.874418604651,127.455813953488,#81817F
1.337207269,103.8766668,153.45,157.327272727273,148.377272727273,#999D94
1.337207269,103.8906668,158.471698113208,157.97641509434,158.63679245283,#9E9D9E
1.337207269,103.9046669,135.943298969072,135.922680412371,134.731958762887,#878786
1.337207269,103.9186669,159.456647398844,158.161849710983,155.491329479769,#9F9E9B
1.337207269,103.9326669,165.644444444444,162.088888888889,156.573333333333,#A5A29C
1.337207269,103.9466669,168.845132743363,155.893805309735,146.685840707965,#A89B92
1.337207269,103.9606669,131.61052631579,133.394736842105,133.089473684211,#838585
1.337207269,103.9746669,156.990610328639,171.69014084507,180.018779342723,#9CABB4
1.337207269,103.9886669,176.130653266332,171.27135678392,161.125628140704,#B0ABA1
1.337207269,104.0026669,198.777777777778,202.222222222222,206.111111111111,#C6CACE
1.337207269,104.0866669,161.5,162.5,169.5,#A1A2A9
1.341248723,103.6316667,130.354285714286,136.011428571429,140.588571428571,#82888C
1.341248723,103.6456667,165.083333333333,164.464285714286,160.833333333333,#A5A4A0
1.341248723,103.6596667,215,213.357142857143,215.928571428571,#D7D5D7
1.341248723,103.6736667,119.232653061225,115.783673469388,114.314285714286,#777372
1.341248723,103.6876668,126.433333333333,126.504761904762,123.985714285714,#7E7E7B
1.341248723,103.7016668,142.095454545455,130.963636363636,132.659090909091,#8E8284
1.341248723,103.7156668,147.695454545455,138.363636363636,138.636363636364,#938A8A
1.341248723,103.7296668,123.355450236967,128.905213270142,120.355450236967,#7B8078
1.341248723,103.7716668,124.927461139896,127.108808290155,121,#7C7F79
1.341248723,103.7856668,148.286516853933,145.202247191011,144.044943820225,#949190
1.341248723,103.7996668,146.182203389831,152.152542372881,140.881355932203,#92988C
1.341248723,103.8136668,145.566137566138,155.269841269841,153.994708994709,#919B99
1.341248723,103.8276668,145.539603960396,147.787128712871,148.39603960396,#919394
1.341248723,103.8416668,158.89592760181,157.099547511312,157.294117647059,#9E9D9D
1.341248723,103.8556668,152.892682926829,144.121951219512,142.668292682927,#98908E
1.341248723,103.8696668,157.484978540773,163.244635193133,150.369098712446,#9DA396
1.341248723,103.8836668,160.426605504587,160.206422018349,157.412844036697,#A0A09D
1.341248723,103.8976668,155.103825136612,156.16393442623,158.469945355191,#9B9C9E
1.341248723,103.9116669,150.680555555556,151.145833333333,151.631944444444,#969797
1.341248723,103.9256669,165.708791208791,163.989010989011,163.93956043956,#A5A3A3
1.341248723,103.9396669,155.88995215311,152.650717703349,146.043062200957,#9B9892
1.341248723,103.9536669,111.786802030457,110.522842639594,109.639593908629,#6F6E6D
1.341248723,103.9676669,154.429864253394,158.239819004525,160.592760180995,#9A9EA0
1.341248723,103.9816669,174.85,173.845454545455,167.413636363636,#AEADA7
1.341248723,103.9956669,158.310344827586,159.241379310345,159.827586206897,#9E9F9F
1.341248723,104.0096669,127,127.5,129.5,#7F7F81
1.341248723,104.0796669,100.25,102,106.5,#64666A
1.345290176,103.6386667,134.619047619048,138.380952380952,142.148148148148,#868A8E
1.345290176,103.6526667,166,161.333333333333,169.333333333333,#A6A1A9
1.345290176,103.6666667,219,219.722222222222,222.666666666667,#DBDBDE
1.345290176,103.6806667,157.570652173913,158.945652173913,157.483695652174,#9D9E9D
1.345290176,103.6946668,132.711340206186,132.376288659794,120.072164948454,#848478
1.345290176,103.7086668,136.720183486239,125.036697247706,126.47247706422,#887D7E
1.345290176,103.7226668,147.525252525253,151.686868686869,150.792929292929,#939796
1.345290176,103.7366668,158.789215686275,160.553921568627,157.872549019608,#9EA09D
1.345290176,103.7506668,164.505681818182,163.414772727273,162.295454545455,#A4A3A2
1.345290176,103.7646668,126.004830917874,129.487922705314,124.31884057971,#7E817C
1.345290176,103.7786668,87.1813186813187,90.032967032967,82.4065934065934,#575A52
1.345290176,103.7926668,152.643776824034,159.381974248927,147.004291845494,#989F93
1.345290176,103.8066668,159.099056603774,166.047169811321,165.570754716981,#9FA6A5
1.345290176,103.8206668,129.278350515464,134.072164948454,132.185567010309,#818684
1.345290176,103.8346668,153.177339901478,155.497536945813,153.51724137931,#999B99
1.345290176,103.8486668,149.428571428571,142.478021978022,138.467032967033,#958E8A
1.345290176,103.8626668,141.848623853211,141.284403669725,133.848623853211,#8D8D85
1.345290176,103.8766668,141.916666666667,140.592105263158,133.166666666667,#8D8C85
1.345290176,103.8906668,129.114285714286,130.185714285714,132.042857142857,#818284
1.345290176,103.9046669,201.168888888889,205.977777777778,209.053333333333,#C9CDD1
1.345290176,103.9186669,163.621052631579,164.731578947368,163.384210526316,#A3A4A3
1.345290176,103.9326669,163.526946107784,163.02994011976,162.317365269461,#A3A3A2
1.345290176,103.9466669,127.030150753769,124.824120603015,123.366834170854,#7F7C7B
1.345290176,103.9606669,123.238317757009,125.032710280374,123.056074766355,#7B7D7B
1.345290176,103.9746669,153.615740740741,166.513888888889,169.643518518519,#99A6A9
1.345290176,103.9886669,140.358490566038,139.051886792453,135.094339622642,#8C8B87
1.345290176,104.0026669,170.842105263158,168.894736842105,166.578947368421,#AAA8A6
1.345290176,104.0166669,225,243,253,#E1F3FD
1.345290176,104.0306669,220.833333333333,220.166666666667,226.166666666667,#DCDCE2
1.345290176,104.0726669,155,158.666666666667,160,#9B9EA0
1.34933163,103.6316667,127.092485549133,130.254335260116,136.566473988439,#7F8288
1.34933163,103.6456667,145.5,146.142857142857,143.785714285714,#91928F
1.34933163,103.6596667,228,230.714285714286,235.357142857143,#E4E6EB
1.34933163,103.6736667,128.460227272727,128.710227272727,127.352272727273,#80807F
1.34933163,103.6876668,147.211956521739,150.989130434783,140.320652173913,#93968C
1.34933163,103.7016668,181.435779816514,176.371559633028,173.857798165138,#B5B0AD
1.34933163,103.7156668,154.323144104804,156.633187772926,154.087336244542,#9A9C9A
1.34933163,103.7296668,166.225130890052,166.607329842932,166.376963350785,#A6A6A6
1.34933163,103.7436668,146.079545454545,140.556818181818,136.142045454545,#928C88
1.34933163,103.7576668,145.092307692308,147,145.08717948718,#919391
1.34933163,103.7716668,102.09793814433,104.211340206186,97.4690721649485,#666861
1.34933163,103.7856668,129.988700564972,131.751412429379,126.197740112994,#81837E
1.34933163,103.7996668,158.1592039801,161.268656716418,158.840796019901,#9EA19E
1.34933163,103.8136668,149.321951219512,159.917073170732,163.478048780488,#959FA3
1.34933163,103.8276668,141.72,141.62,138.995,#8D8D8A
1.34933163,103.8416668,137.842391304348,134.673913043478,130.532608695652,#898682
1.34933163,103.8556668,149.804761904762,150.066666666667,143.233333333333,#95968F
1.34933163,103.8696668,143.118721461187,142.452054794521,135.456621004566,#8F8E87
1.34933163,103.8836668,130.288288288288,126.608108108108,122.427927927928,#827E7A
1.34933163,103.8976668,202.004424778761,206.765486725664,209.800884955752,#CACED1
1.34933163,103.9116669,178.795918367347,181.020408163265,183.081632653061,#B2B5B7
1.34933163,103.9256669,148.220512820513,147.405128205128,147.610256410256,#949393
1.34933163,103.9396669,149.759803921569,150.955882352941,152.308823529412,#959698
1.34933163,103.9536669,109.935323383085,109.318407960199,105.990049751244,#6D6D69
1.34933163,103.9676669,137.364928909953,137.028436018957,139.18009478673,#89898B
1.34933163,103.9816669,125.88679245283,122.11320754717,115.367924528302,#7D7A73
1.34933163,103.9956669,116.874439461883,116.600896860987,114.90134529148,#747472
1.34933163,104.0096669,188,180.285714285714,169.428571428571,#BCB4A9
1.34933163,104.0236669,221.428571428571,223.428571428571,230,#DDDFE6
1.34933163,104.0656669,255,255,255,#FFFFFF
1.34933163,104.0796669,131,133,138,#83858A
1.353373084,103.6386667,134.545454545455,137.272727272727,137.672727272727,#868989
1.353373084,103.6526667,205,220,225,#CDDCE1
1.353373084,103.6666667,217.857142857143,225,229.857142857143,#D9E1E5
1.353373084,103.6806667,160.108695652174,161.135869565217,160.423913043478,#A0A1A0
1.353373084,103.6946668,120.41,124.3,108.93,#787C6C
1.353373084,103.7086668,190.19262295082,188.803278688525,188.409836065574,#BEBCBC
1.353373084,103.7226668,169.241379310345,169.399014778325,167.995073891626,#A9A9A7
1.353373084,103.7366668,136.780952380952,139.695238095238,136.390476190476,#888B88
1.353373084,103.7506668,149.381188118812,149.495049504951,149.737623762376,#959595
1.353373084,103.7646668,133.37,136.84,130.73,#858882
1.353373084,103.7786668,89.0828729281768,92.9226519337017,84.3259668508287,#595C54
1.353373084,103.7926668,140.684684684685,148.594594594595,134.486486486487,#8C9486
1.353373084,103.8066668,139.024875621891,143.194029850746,140.189054726368,#8B8F8C
1.353373084,103.8206668,132.123711340206,135.943298969072,133.221649484536,#848785
1.353373084,103.8346668,156.828703703704,156.361111111111,152.189814814815,#9C9C98
1.353373084,103.8486668,150.340540540541,148.183783783784,145.751351351351,#969491
1.353373084,103.8626668,142.073732718894,139.373271889401,131.359447004608,#8E8B83
1.353373084,103.8766668,128.200873362445,131.903930131004,114.986899563319,#808372
1.353373084,103.8906668,159.85641025641,155.220512820513,149.482051282051,#9F9B95
1.353373084,103.9046669,210.856540084388,215.400843881857,217.683544303797,#D2D7D9
1.353373084,103.9186669,145.056603773585,150.094339622642,152.679245283019,#919698
1.353373084,103.9326669,167.344036697248,167.518348623853,165.862385321101,#A7A7A5
1.353373084,103.9466669,143.675,144.655,144.945,#8F9090
1.353373084,103.9606669,128.441176470588,124.647058823529,125.671568627451,#807C7D
1.353373084,103.9746669,149.183856502242,148.04932735426,149.080717488789,#959495
1.353373084,103.9886669,142.142857142857,138.113300492611,132.507389162562,#8E8A84
1.353373084,104.0026669,161.827586206897,164.689655172414,165.758620689655,#A1A4A5
1.353373084,104.0166669,225,243,253,#E1F3FD
1.353373084,104.0306669,170.461538461538,181.230769230769,204.615384615385,#AAB5CC
1.353373084,104.0446669,254,254,254,#FEFEFE
1.353373084,104.0586669,255,255,255,#FFFFFF
1.357414538,103.6596667,217.857142857143,225,229.857142857143,#D9E1E5
1.357414538,103.6736667,230.5,146,132.5,#E69284
1.357414538,103.6876668,104.762376237624,113.806930693069,93.8960396039604,#68715D
1.357414538,103.7016668,181.151376146789,180.261467889908,177.678899082569,#B5B4B1
1.357414538,103.7156668,158.294964028777,156.460431654676,152.424460431655,#9E9C98
1.357414538,103.7296668,185.291666666667,182.151041666667,179.364583333333,#B9B6B3
1.357414538,103.7436668,148.941860465116,144.627906976744,138.354651162791,#94908A
1.357414538,103.7576668,150.427272727273,152.840909090909,155.040909090909,#96989B
1.357414538,103.7716668,119.771241830065,120.980392156863,108.758169934641,#77786C
1.357414538,103.7856668,121.619718309859,128.042253521127,111.859154929577,#79806F
1.357414538,103.7996668,153.13829787234,154.18085106383,149.063829787234,#999A95
1.357414538,103.8136668,104.946078431373,101.764705882353,97.9509803921569,#686561
1.357414538,103.8276668,139.039603960396,133.10396039604,115.950495049505,#8B8573
1.357414538,103.8416668,163.632183908046,161.413793103448,157.16091954023,#A3A19D
1.357414538,103.8556668,130.040935672515,130.894736842105,130.017543859649,#828282
1.357414538,103.8696668,133.864406779661,145.021186440678,122.588983050847,#85917A
1.357414538,103.8836668,130.208530805687,125.734597156398,119.483412322275,#827D77
1.357414538,103.8976668,212.791489361702,216.651063829787,218.548936170213,#D4D8DA
1.357414538,103.9116669,175.795620437956,177.605839416058,179.598540145985,#AFB1B3
1.357414538,103.9256669,154.704035874439,149.829596412556,145.295964125561,#9A9591
1.357414538,103.9396669,162.823788546256,162.665198237885,162.162995594714,#A2A2A2
1.357414538,103.9536669,139.294117647059,136.877450980392,134.96568627451,#8B8886
1.357414538,103.9676669,133.657894736842,128.017543859649,123.368421052632,#85807B
1.357414538,103.9816669,131.331658291457,129.462311557789,126.211055276382,#83817E
1.357414538,103.9956669,130.981981981982,125.95045045045,119.337837837838,#827D77
1.357414538,104.0096669,168.566820276498,175.059907834101,177.866359447005,#A8AFB1
1.357414538,104.0236669,140.183486238532,169.733944954128,195.082568807339,#8CA9C3
1.357414538,104.0376669,155.35,169.55,198.15,#9BA9C6
1.357414538,104.0516669,214,221.333333333333,230.666666666667,#D6DDE6
1.357414538,104.0656669,255,255,255,#FFFFFF
1.361455991,103.6386667,45,12,29,#2D0C1D
1.361455991,103.6806667,141.65,151.45,135.75,#8D9787
1.361455991,103.6946668,133.774869109948,138.680628272251,133.005235602094,#858A85
1.361455991,103.7086668,164.28,164.16,162.76,#A4A4A2
1.361455991,103.7226668,166.071428571429,167.642857142857,163.285714285714,#A6A7A3
1.361455991,103.7366668,117.785714285714,123.071428571429,118.333333333333,#757B76
1.361455991,103.7506668,148.231213872832,150.849710982659,149.231213872832,#949695
1.361455991,103.7646668,142.122699386503,142.705521472393,138.834355828221,#8E8E8A
1.361455991,103.7786668,94.1132075471698,99.2452830188679,82.9496855345912,#5E6352
1.361455991,103.7926668,106.527777777778,117.194444444444,79.6111111111111,#6A754F
1.361455991,103.8066668,135.569306930693,137.881188118812,136.980198019802,#878988
1.361455991,103.8206668,117.292307692308,110.728205128205,102.707692307692,#756E66
1.361455991,103.8346668,186.666666666667,183.629166666667,179.020833333333,#BAB7B3
1.361455991,103.8486668,136.720930232558,133.558139534884,128.46976744186,#888580
1.361455991,103.8626668,126.72192513369,125.139037433155,123.609625668449,#7E7D7B
1.361455991,103.8766668,143.218009478673,158.578199052133,132.208530805687,#8F9E84
1.361455991,103.8906668,151.672897196262,148.163551401869,143.859813084112,#97948F
1.361455991,103.9046669,176.703296703297,176.978021978022,176.818681318681,#B0B0B0
1.361455991,103.9186669,157.272727272727,166.454545454545,167.272727272727,#9DA6A7
1.361455991,103.9326669,164.140350877193,162.157894736842,158.179824561404,#A4A29E
1.361455991,103.9466669,141.099526066351,141.374407582938,136.028436018957,#8D8D88
1.361455991,103.9606669,137.252336448598,132.317757009346,126.672897196262,#89847E
1.361455991,103.9746669,110.724576271186,117.944915254237,120.682203389831,#6E7578
1.361455991,103.9886669,140.388059701493,140.26368159204,135.303482587065,#8C8C87
1.361455991,104.0026669,148.7625,159.920833333333,161.008333333333,#949FA1
1.361455991,104.0166669,138.289099526066,164.635071090047,187.488151658768,#8AA4BB
1.361455991,104.0306669,134.146341463415,163.260162601626,190.841463414634,#86A3BE
1.365497445,103.6876668,120.282608695652,124.173913043478,117.891304347826,#787C75
1.365497445,103.7016668,157.907692307692,158.153846153846,158.076923076923,#9D9E9E
1.365497445,103.7156668,152.444444444444,153.222222222222,142.111111111111,#98998E
1.365497445,103.7296668,149.655172413793,152,155.931034482759,#95989B
1.365497445,103.7436668,159.129032258065,158.4,157.135483870968,#9F9E9D
1.365497445,103.7576668,153.882352941176,154.065359477124,152.83660130719,#999A98
1.365497445,103.7716668,114.51497005988,117.712574850299,104.245508982036,#727568
1.365497445,103.7856668,114.475524475525,118.685314685315,108.391608391608,#72766C
1.365497445,103.7996668,194.55,195.6,191.075,#C2C3BF
1.365497445,103.8136668,103.312195121951,100.326829268293,96.8390243902439,#676460
1.365497445,103.8276668,170.488986784141,166.185022026432,159.149779735683,#AAA69F
1.365497445,103.8416668,187.085365853659,186.678861788618,185.089430894309,#BBBAB9
1.365497445,103.8556668,128.530805687204,124.739336492891,119.687203791469,#807C77
1.365497445,103.8696668,156.430051813472,154.683937823834,152.538860103627,#9C9A98
1.365497445,103.8836668,176.289340101523,177.05076142132,174.370558375635,#B0B1AE
1.365497445,103.8976668,156.084848484849,157.775757575758,158.721212121212,#9C9D9E
1.365497445,103.9116669,168.983333333333,169.6,170.916666666667,#A8A9AA
1.365497445,103.9256669,169.908333333333,174.108333333333,175.525,#A9AEAF
1.365497445,103.9396669,148.660792951542,147.519823788546,140.744493392071,#94938C
1.365497445,103.9536669,151.415525114155,156.123287671233,145.543378995434,#979C91
1.365497445,103.9676669,161.980295566502,160.354679802956,156.004926108374,#A1A09C
1.365497445,103.9816669,103.391304347826,109.44347826087,112.2,#676D70
1.365497445,103.9956669,141.735426008969,134.982062780269,127.390134529148,#8D867F
1.365497445,104.0096669,175.477732793522,187.619433198381,199.987854251012,#AFBBC7
1.365497445,104.0236669,135,164.208695652174,189.8,#87A4BD
1.365497445,104.0516669,164.363636363636,172.909090909091,176.909090909091,#A4ACB0
1.365497445,104.0656669,147,171,207,#93ABCF
1.369538899,103.6806667,141.941176470588,139.411764705882,139,#8D8B8B
1.369538899,103.6946668,146.881578947368,147.605263157895,152.763157894737,#929398
1.369538899,103.7086668,184.916666666667,191,181.291666666667,#B8BFB5
1.369538899,103.7226668,142.577235772358,146.170731707317,149.79674796748,#8E9295
1.369538899,103.7366668,183.028571428571,185.285714285714,185.257142857143,#B7B9B9
1.369538899,103.7506668,141.488095238095,140.744047619048,140.779761904762,#8D8C8C
1.369538899,103.7646668,164.962441314554,162.610328638498,157.093896713615,#A4A29D
1.369538899,103.7786668,108.038461538462,112.230769230769,104.104395604396,#6C7068
1.369538899,103.7926668,113.758064516129,120.741935483871,108.08064516129,#71786C
1.369538899,103.8066668,145.426136363636,143.494318181818,131.073863636364,#918F83
1.369538899,103.8206668,133.352631578947,135.973684210526,133.847368421053,#858785
1.369538899,103.8346668,174.139013452915,171.941704035874,166.708520179372,#AEABA6
1.369538899,103.8486668,142.407079646018,138.787610619469,133.619469026549,#8E8A85
1.369538899,103.8626668,132.335195530726,131.787709497207,127.765363128492,#84837F
1.369538899,103.8766668,173.515151515152,175.464646464646,173.954545454545,#ADAFAD
1.369538899,103.8906668,136.173515981735,138.054794520548,137.132420091324,#888A89
1.369538899,103.9046669,163.970443349754,165.325123152709,162.630541871921,#A3A5A2
1.369538899,103.9186669,182.1,183.7,172.3,#B6B7AC
1.369538899,103.9326669,133.086734693878,130.566326530612,127.09693877551,#85827F
1.369538899,103.9466669,149.089622641509,154.740566037736,141.264150943396,#959A8D
1.369538899,103.9606669,158.166666666667,157.852941176471,155.343137254902,#9E9D9B
1.369538899,103.9746669,159.152466367713,151.14798206278,144.645739910314,#9F9790
1.369538899,103.9886669,132.163636363636,133.636363636364,128.368181818182,#848580
1.369538899,104.0026669,116.111111111111,117.380341880342,108.34188034188,#74756C
1.369538899,104.0166669,140.688118811881,167.09900990099,190.648514851485,#8CA7BE
1.369538899,104.0446669,167.666666666667,176.916666666667,181.916666666667,#A7B0B5
1.369538899,104.0586669,147,171,207,#93ABCF
1.369538899,104.0726669,117,120.5,125.5,#75787D
1.373580353,103.6876668,165.448979591837,165.795918367347,169.857142857143,#A5A5A9
1.373580353,103.7016668,157.40625,160.421875,157.78125,#9DA09D
1.373580353,103.7156668,108.734375,107.421875,107.328125,#6C6B6B
1.373580353,103.7296668,156.133757961783,160.649681528662,162.375796178344,#9CA0A2
1.373580353,103.7436668,155.475308641975,159.388888888889,164.067901234568,#9B9FA4
