140,139,132
124,132,99
116,116,107
110,112,97
92,91,84
108,108,104
103,120,72
88,101,93
86,102,106
79,83,72
88,95,74
129,133,128
113,116,116
99,104,91
79,92,58
86,100,110
116,125,94
107,119,123
107,122,107
108,118,112
149,141,127
112,106,93
166,169,153
102,94,57
115,106,91
