124,132,99
125,126,122
111,121,77
125,122,117
99,102,56
115,92,47
96,91,87
118,138,87
142,118,125
139,178,80
87,94,67
105,111,88
133,134,129
110,113,106
96,83,47
111,114,96
105,106,90
77,78,58
126,131,118
159,162,149
