lon,lat
103.6036667,1.22000511
103.6036667,1.228088017
103.6036667,1.236170925
103.6036667,1.244253832
103.6036667,1.25233674
103.6036667,1.260419647
103.6036667,1.268502555
103.6106667,1.215963656
103.6106667,1.224046563
103.6106667,1.232129471
103.6106667,1.240212378
103.6106667,1.248295286
103.6106667,1.256378193
103.6106667,1.264461101
103.6106667,1.272544009
103.6106667,1.280626916
103.6176667,1.211922202
103.6176667,1.22000511
103.6176667,1.228088017
103.6176667,1.236170925
103.6176667,1.244253832
103.6176667,1.25233674
103.6176667,1.260419647
103.6176667,1.268502555
103.6176667,1.276585462
103.6176667,1.28466837
103.6176667,1.292751277
103.6176667,1.300834185
103.6246667,1.215963656
103.6246667,1.224046563
103.6246667,1.232129471
103.6246667,1.240212378
103.6246667,1.256378193
103.6246667,1.264461101
103.6246667,1.272544009
103.6246667,1.280626916
103.6246667,1.288709824
103.6246667,1.296792731
103.6246667,1.304875639
103.6246667,1.312958546
103.6246667,1.321041454
103.6316667,1.211922202
103.6316667,1.22000511
103.6316667,1.260419647
103.6316667,1.268502555
103.6316667,1.276585462
103.6316667,1.28466837
103.6316667,1.292751277
103.6316667,1.300834185
103.6316667,1.308917092
103.6316667,1.317
103.6316667,1.325082908
103.6316667,1.333165815
103.6316667,1.341248723
103.6316667,1.34933163
103.6386667,1.207880748
103.6386667,1.215963656
103.6386667,1.264461101
103.6386667,1.272544009
103.6386667,1.280626916
103.6386667,1.288709824
103.6386667,1.296792731
103.6386667,1.304875639
103.6386667,1.312958546
103.6386667,1.321041454
103.6386667,1.329124361
103.6386667,1.337207269
103.6386667,1.345290176
103.6386667,1.353373084
103.6386667,1.361455991
103.6456667,1.211922202
103.6456667,1.236170925
103.6456667,1.276585462
103.6456667,1.28466837
103.6456667,1.292751277
103.6456667,1.300834185
103.6456667,1.308917092
103.6456667,1.317
103.6456667,1.325082908
103.6456667,1.333165815
103.6456667,1.341248723
103.6456667,1.34933163
103.6456667,1.357414538
103.6456667,1.365497445
103.6456667,1.373580353
103.6526667,1.240212378
103.6526667,1.264461101
103.6526667,1.272544009
103.6526667,1.280626916
103.6526667,1.288709824
103.6526667,1.296792731
103.6526667,1.304875639
103.6526667,1.312958546
103.6526667,1.321041454
103.6526667,1.329124361
103.6526667,1.337207269
103.6526667,1.345290176
103.6526667,1.353373084
103.6526667,1.361455991
103.6526667,1.369538899
103.6526667,1.377621807
103.6596667,1.244253832
103.6596667,1.25233674
103.6596667,1.260419647
103.6596667,1.268502555
103.6596667,1.276585462
103.6596667,1.292751277
103.6596667,1.300834185
103.6596667,1.308917092
103.6596667,1.317
103.6596667,1.325082908
103.6596667,1.333165815
103.6596667,1.341248723
103.6596667,1.34933163
103.6596667,1.357414538
103.6596667,1.365497445
103.6596667,1.373580353
103.6596667,1.38166326
103.6596667,1.389746168
103.6596667,1.397829075
103.6596667,1.405911983
103.6666667,1.224046563
103.6666667,1.232129471
103.6666667,1.240212378
103.6666667,1.248295286
103.6666667,1.256378193
103.6666667,1.264461101
103.6666667,1.272544009
103.6666667,1.280626916
103.6666667,1.288709824
103.6666667,1.296792731
103.6666667,1.304875639
103.6666667,1.312958546
103.6666667,1.321041454
103.6666667,1.329124361
103.6666667,1.337207269
103.6666667,1.345290176
103.6666667,1.353373084
103.6666667,1.361455991
103.6666667,1.369538899
103.6666667,1.377621807
103.6666667,1.385704714
103.6666667,1.393787622
103.6666667,1.401870529
103.6666667,1.409953437
103.6736667,1.22000511
103.6736667,1.228088017
103.6736667,1.236170925
103.6736667,1.244253832
103.6736667,1.25233674
103.6736667,1.260419647
103.6736667,1.268502555
103.6736667,1.276585462
103.6736667,1.28466837
103.6736667,1.292751277
103.6736667,1.300834185
103.6736667,1.308917092
103.6736667,1.317
103.6736667,1.325082908
103.6736667,1.333165815
103.6736667,1.341248723
103.6736667,1.34933163
103.6736667,1.357414538
103.6736667,1.365497445
103.6736667,1.373580353
103.6736667,1.38166326
103.6736667,1.389746168
103.6736667,1.397829075
103.6736667,1.405911983
103.6736667,1.41399489
103.6736667,1.422077798
103.6736667,1.430160706
103.6806667,1.224046563
103.6806667,1.232129471
103.6806667,1.240212378
103.6806667,1.248295286
103.6806667,1.256378193
103.6806667,1.264461101
103.6806667,1.272544009
103.6806667,1.280626916
103.6806667,1.288709824
103.6806667,1.296792731
103.6806667,1.304875639
103.6806667,1.312958546
103.6806667,1.321041454
103.6806667,1.329124361
103.6806667,1.337207269
103.6806667,1.345290176
103.6806667,1.353373084
103.6806667,1.361455991
103.6806667,1.369538899
103.6806667,1.377621807
103.6806667,1.385704714
103.6806667,1.393787622
103.6806667,1.401870529
103.6806667,1.409953437
103.6806667,1.418036344
103.6806667,1.426119252
103.6806667,1.434202159
103.6876668,1.236170925
103.6876668,1.244253832
103.6876668,1.25233674
103.6876668,1.260419647
103.6876668,1.268502555
103.6876668,1.276585462
103.6876668,1.28466837
103.6876668,1.292751277
103.6876668,1.300834185
103.6876668,1.308917092
103.6876668,1.317
103.6876668,1.325082908
103.6876668,1.333165815
103.6876668,1.341248723
103.6876668,1.34933163
103.6876668,1.357414538
103.6876668,1.365497445
103.6876668,1.373580353
103.6876668,1.38166326
103.6876668,1.389746168
103.6876668,1.397829075
103.6876668,1.405911983
103.6876668,1.41399489
103.6876668,1.422077798
103.6876668,1.430160706
103.6876668,1.438243613
103.6946668,1.240212378
103.6946668,1.248295286
103.6946668,1.256378193
103.6946668,1.264461101
103.6946668,1.272544009
103.6946668,1.280626916
103.6946668,1.288709824
103.6946668,1.296792731
103.6946668,1.304875639
103.6946668,1.312958546
103.6946668,1.321041454
103.6946668,1.329124361
103.6946668,1.337207269
103.6946668,1.345290176
103.6946668,1.353373084
103.6946668,1.361455991
103.6946668,1.369538899
103.6946668,1.377621807
103.6946668,1.385704714
103.6946668,1.393787622
103.6946668,1.401870529
103.6946668,1.409953437
103.6946668,1.418036344
103.6946668,1.426119252
103.6946668,1.434202159
103.7016668,1.25233674
103.7016668,1.260419647
103.7016668,1.268502555
103.7016668,1.276585462
103.7016668,1.28466837
103.7016668,1.292751277
103.7016668,1.300834185
103.7016668,1.308917092
103.7016668,1.317
103.7016668,1.325082908
103.7016668,1.333165815
103.7016668,1.341248723
103.7016668,1.34933163
103.7016668,1.357414538
103.7016668,1.365497445
103.7016668,1.373580353
103.7016668,1.38166326
103.7016668,1.389746168
103.7016668,1.397829075
103.7016668,1.405911983
103.7016668,1.41399489
103.7016668,1.422077798
103.7016668,1.430160706
103.7016668,1.438243613
103.7016668,1.446326521
103.7086668,1.199797841
103.7086668,1.207880748
103.7086668,1.215963656
103.7086668,1.256378193
103.7086668,1.264461101
103.7086668,1.272544009
103.7086668,1.280626916
103.7086668,1.288709824
103.7086668,1.296792731
103.7086668,1.304875639
103.7086668,1.312958546
103.7086668,1.321041454
103.7086668,1.329124361
103.7086668,1.337207269
103.7086668,1.345290176
103.7086668,1.353373084
103.7086668,1.361455991
103.7086668,1.369538899
103.7086668,1.377621807
103.7086668,1.385704714
103.7086668,1.393787622
103.7086668,1.401870529
103.7086668,1.409953437
103.7086668,1.418036344
103.7086668,1.426119252
103.7086668,1.434202159
103.7086668,1.442285067
103.7086668,1.450367974
103.7156668,1.179590572
103.7156668,1.187673479
103.7156668,1.203839294
103.7156668,1.211922202
103.7156668,1.260419647
103.7156668,1.268502555
103.7156668,1.276585462
103.7156668,1.28466837
103.7156668,1.292751277
103.7156668,1.300834185
103.7156668,1.308917092
103.7156668,1.317
103.7156668,1.325082908
103.7156668,1.333165815
103.7156668,1.341248723
103.7156668,1.34933163
103.7156668,1.357414538
103.7156668,1.365497445
103.7156668,1.373580353
103.7156668,1.38166326
103.7156668,1.389746168
103.7156668,1.397829075
103.7156668,1.405911983
103.7156668,1.41399489
103.7156668,1.422077798
103.7156668,1.430160706
103.7156668,1.438243613
103.7156668,1.446326521
103.7156668,1.454409428
103.7226668,1.183632026
103.7226668,1.191714933
103.7226668,1.199797841
103.7226668,1.207880748
103.7226668,1.215963656
103.7226668,1.256378193
103.7226668,1.264461101
103.7226668,1.272544009
103.7226668,1.280626916
103.7226668,1.288709824
103.7226668,1.296792731
103.7226668,1.304875639
103.7226668,1.312958546
103.7226668,1.321041454
103.7226668,1.329124361
103.7226668,1.337207269
103.7226668,1.345290176
103.7226668,1.353373084
103.7226668,1.361455991
103.7226668,1.369538899
103.7226668,1.377621807
103.7226668,1.385704714
103.7226668,1.393787622
103.7226668,1.401870529
103.7226668,1.409953437
103.7226668,1.418036344
103.7226668,1.426119252
103.7226668,1.434202159
103.7226668,1.442285067
103.7226668,1.450367974
103.7296668,1.171507664
103.7296668,1.179590572
103.7296668,1.187673479
103.7296668,1.195756387
103.7296668,1.203839294
103.7296668,1.211922202
103.7296668,1.260419647
103.7296668,1.268502555
103.7296668,1.276585462
103.7296668,1.28466837
103.7296668,1.300834185
103.7296668,1.308917092
103.7296668,1.317
103.7296668,1.325082908
103.7296668,1.333165815
103.7296668,1.341248723
103.7296668,1.34933163
103.7296668,1.357414538
103.7296668,1.365497445
103.7296668,1.373580353
103.7296668,1.38166326
103.7296668,1.389746168
103.7296668,1.397829075
103.7296668,1.405911983
103.7296668,1.41399489
103.7296668,1.422077798
103.7296668,1.430160706
103.7296668,1.438243613
103.7296668,1.446326521
103.7296668,1.454409428
103.7366668,1.159383303
103.7366668,1.167466211
103.7366668,1.175549118
103.7366668,1.191714933
103.7366668,1.232129471
103.7366668,1.272544009
103.7366668,1.280626916
103.7366668,1.296792731
103.7366668,1.304875639
103.7366668,1.312958546
103.7366668,1.321041454
103.7366668,1.329124361
103.7366668,1.337207269
103.7366668,1.345290176
103.7366668,1.353373084
103.7366668,1.361455991
103.7366668,1.369538899
103.7366668,1.377621807
103.7366668,1.385704714
103.7366668,1.393787622
103.7366668,1.401870529
103.7366668,1.409953437
103.7366668,1.418036344
103.7366668,1.426119252
103.7366668,1.434202159
103.7366668,1.442285067
103.7436668,1.163424757
103.7436668,1.171507664
103.7436668,1.228088017
103.7436668,1.236170925
103.7436668,1.300834185
103.7436668,1.308917092
103.7436668,1.317
103.7436668,1.325082908
103.7436668,1.333165815
103.7436668,1.341248723
103.7436668,1.34933163
103.7436668,1.357414538
103.7436668,1.365497445
103.7436668,1.373580353
103.7436668,1.38166326
103.7436668,1.389746168
103.7436668,1.397829075
103.7436668,1.405911983
103.7436668,1.41399489
103.7436668,1.422077798
103.7436668,1.430160706
103.7436668,1.438243613
103.7436668,1.446326521
103.7506668,1.224046563
103.7506668,1.232129471
103.7506668,1.240212378
103.7506668,1.280626916
103.7506668,1.288709824
103.7506668,1.296792731
103.7506668,1.304875639
103.7506668,1.312958546
103.7506668,1.321041454
103.7506668,1.329124361
103.7506668,1.337207269
103.7506668,1.345290176
103.7506668,1.353373084
103.7506668,1.361455991
103.7506668,1.369538899
103.7506668,1.377621807
103.7506668,1.385704714
103.7506668,1.393787622
103.7506668,1.401870529
103.7506668,1.409953437
103.7506668,1.418036344
103.7506668,1.426119252
103.7506668,1.434202159
103.7506668,1.442285067
103.7576668,1.195756387
103.7576668,1.203839294
103.7576668,1.211922202
103.7576668,1.22000511
103.7576668,1.228088017
103.7576668,1.236170925
103.7576668,1.276585462
103.7576668,1.28466837
103.7576668,1.292751277
103.7576668,1.300834185
103.7576668,1.308917092
103.7576668,1.317
103.7576668,1.325082908
103.7576668,1.333165815
103.7576668,1.341248723
103.7576668,1.34933163
103.7576668,1.357414538
103.7576668,1.365497445
103.7576668,1.373580353
103.7576668,1.38166326
103.7576668,1.389746168
103.7576668,1.397829075
103.7576668,1.405911983
103.7576668,1.41399489
103.7576668,1.422077798
103.7576668,1.430160706
103.7576668,1.438243613
103.7576668,1.446326521
103.7646668,1.191714933
103.7646668,1.199797841
103.7646668,1.207880748
103.7646668,1.224046563
103.7646668,1.232129471
103.7646668,1.240212378
103.7646668,1.272544009
103.7646668,1.280626916
103.7646668,1.288709824
103.7646668,1.296792731
103.7646668,1.304875639
103.7646668,1.312958546
103.7646668,1.321041454
103.7646668,1.329124361
103.7646668,1.337207269
103.7646668,1.345290176
103.7646668,1.353373084
103.7646668,1.361455991
103.7646668,1.369538899
103.7646668,1.377621807
103.7646668,1.385704714
103.7646668,1.393787622
103.7646668,1.401870529
103.7646668,1.409953437
103.7646668,1.418036344
