lon,lat
103.7646668,1.426119252
103.7646668,1.434202159
103.7646668,1.442285067
103.7716668,1.187673479
103.7716668,1.195756387
103.7716668,1.203839294
103.7716668,1.211922202
103.7716668,1.228088017
103.7716668,1.236170925
103.7716668,1.268502555
103.7716668,1.276585462
103.7716668,1.28466837
103.7716668,1.292751277
103.7716668,1.300834185
103.7716668,1.308917092
103.7716668,1.317
103.7716668,1.325082908
103.7716668,1.333165815
103.7716668,1.341248723
103.7716668,1.34933163
103.7716668,1.357414538
103.7716668,1.365497445
103.7716668,1.373580353
103.7716668,1.38166326
103.7716668,1.389746168
103.7716668,1.397829075
103.7716668,1.405911983
103.7716668,1.41399489
103.7716668,1.422077798
103.7716668,1.430160706
103.7716668,1.438243613
103.7716668,1.446326521
103.7716668,1.454409428
103.7786668,1.191714933
103.7786668,1.199797841
103.7786668,1.207880748
103.7786668,1.224046563
103.7786668,1.232129471
103.7786668,1.256378193
103.7786668,1.264461101
103.7786668,1.280626916
103.7786668,1.288709824
103.7786668,1.296792731
103.7786668,1.304875639
103.7786668,1.312958546
103.7786668,1.321041454
103.7786668,1.329124361
103.7786668,1.337207269
103.7786668,1.345290176
103.7786668,1.353373084
103.7786668,1.361455991
103.7786668,1.369538899
103.7786668,1.377621807
103.7786668,1.385704714
103.7786668,1.393787622
103.7786668,1.401870529
103.7786668,1.409953437
103.7786668,1.418036344
103.7786668,1.426119252
103.7786668,1.434202159
103.7786668,1.442285067
103.7786668,1.450367974
103.7856668,1.203839294
103.7856668,1.211922202
103.7856668,1.25233674
103.7856668,1.260419647
103.7856668,1.268502555
103.7856668,1.276585462
103.7856668,1.28466837
103.7856668,1.292751277
103.7856668,1.300834185
103.7856668,1.308917092
103.7856668,1.317
103.7856668,1.325082908
103.7856668,1.333165815
103.7856668,1.341248723
103.7856668,1.34933163
103.7856668,1.357414538
103.7856668,1.365497445
103.7856668,1.373580353
103.7856668,1.38166326
103.7856668,1.389746168
103.7856668,1.397829075
103.7856668,1.405911983
103.7856668,1.41399489
103.7856668,1.422077798
103.7856668,1.430160706
103.7856668,1.438243613
103.7856668,1.446326521
103.7856668,1.454409428
103.7856668,1.462492336
103.7926668,1.199797841
103.7926668,1.207880748
103.7926668,1.264461101
103.7926668,1.272544009
103.7926668,1.280626916
103.7926668,1.288709824
103.7926668,1.296792731
103.7926668,1.304875639
103.7926668,1.312958546
103.7926668,1.321041454
103.7926668,1.329124361
103.7926668,1.337207269
103.7926668,1.345290176
103.7926668,1.353373084
103.7926668,1.361455991
103.7926668,1.369538899
103.7926668,1.377621807
103.7926668,1.385704714
103.7926668,1.393787622
103.7926668,1.401870529
103.7926668,1.409953437
103.7926668,1.418036344
103.7926668,1.426119252
103.7926668,1.434202159
103.7926668,1.442285067
103.7926668,1.450367974
103.7926668,1.458450882
103.7926668,1.466533789
103.7996668,1.203839294
103.7996668,1.268502555
103.7996668,1.276585462
103.7996668,1.28466837
103.7996668,1.292751277
103.7996668,1.300834185
103.7996668,1.308917092
103.7996668,1.317
103.7996668,1.325082908
103.7996668,1.333165815
103.7996668,1.341248723
103.7996668,1.34933163
103.7996668,1.357414538
103.7996668,1.365497445
103.7996668,1.373580353
103.7996668,1.38166326
103.7996668,1.389746168
103.7996668,1.397829075
103.7996668,1.405911983
103.7996668,1.41399489
103.7996668,1.422077798
103.7996668,1.430160706
103.7996668,1.438243613
103.7996668,1.446326521
103.7996668,1.454409428
103.7996668,1.462492336
103.7996668,1.470575243
103.8066668,1.256378193
103.8066668,1.264461101
103.8066668,1.272544009
103.8066668,1.280626916
103.8066668,1.288709824
103.8066668,1.296792731
103.8066668,1.304875639
103.8066668,1.312958546
103.8066668,1.321041454
103.8066668,1.329124361
103.8066668,1.337207269
103.8066668,1.345290176
103.8066668,1.353373084
103.8066668,1.361455991
103.8066668,1.369538899
103.8066668,1.377621807
103.8066668,1.385704714
103.8066668,1.393787622
103.8066668,1.401870529
103.8066668,1.409953437
103.8066668,1.418036344
103.8066668,1.426119252
103.8066668,1.434202159
103.8066668,1.442285067
103.8066668,1.450367974
103.8066668,1.458450882
103.8066668,1.466533789
103.8066668,1.474616697
103.8136668,1.25233674
103.8136668,1.260419647
103.8136668,1.268502555
103.8136668,1.276585462
103.8136668,1.28466837
103.8136668,1.292751277
103.8136668,1.300834185
103.8136668,1.308917092
103.8136668,1.317
103.8136668,1.325082908
103.8136668,1.333165815
103.8136668,1.341248723
103.8136668,1.34933163
103.8136668,1.357414538
103.8136668,1.365497445
103.8136668,1.373580353
103.8136668,1.38166326
103.8136668,1.389746168
103.8136668,1.397829075
103.8136668,1.405911983
103.8136668,1.41399489
103.8136668,1.422077798
103.8136668,1.430160706
103.8136668,1.438243613
103.8136668,1.446326521
103.8136668,1.454409428
103.8136668,1.462492336
103.8136668,1.470575243
103.8206668,1.248295286
103.8206668,1.256378193
103.8206668,1.264461101
103.8206668,1.272544009
103.8206668,1.280626916
103.8206668,1.288709824
103.8206668,1.296792731
103.8206668,1.304875639
103.8206668,1.312958546
103.8206668,1.321041454
103.8206668,1.329124361
103.8206668,1.337207269
103.8206668,1.345290176
103.8206668,1.353373084
103.8206668,1.361455991
103.8206668,1.369538899
103.8206668,1.377621807
103.8206668,1.385704714
103.8206668,1.393787622
103.8206668,1.401870529
103.8206668,1.409953437
103.8206668,1.418036344
103.8206668,1.426119252
103.8206668,1.434202159
103.8206668,1.442285067
103.8206668,1.450367974
103.8206668,1.458450882
103.8206668,1.466533789
103.8276668,1.236170925
103.8276668,1.244253832
103.8276668,1.25233674
103.8276668,1.260419647
103.8276668,1.268502555
103.8276668,1.276585462
103.8276668,1.28466837
103.8276668,1.292751277
103.8276668,1.300834185
103.8276668,1.308917092
103.8276668,1.317
103.8276668,1.325082908
103.8276668,1.333165815
103.8276668,1.341248723
103.8276668,1.34933163
103.8276668,1.357414538
103.8276668,1.365497445
103.8276668,1.373580353
103.8276668,1.38166326
103.8276668,1.389746168
103.8276668,1.397829075
103.8276668,1.405911983
103.8276668,1.41399489
103.8276668,1.422077798
103.8276668,1.430160706
103.8276668,1.438243613
103.8276668,1.446326521
103.8276668,1.454409428
103.8276668,1.462492336
103.8276668,1.470575243
103.8346668,1.215963656
103.8346668,1.232129471
103.8346668,1.240212378
103.8346668,1.248295286
103.8346668,1.256378193
103.8346668,1.264461101
103.8346668,1.272544009
103.8346668,1.280626916
103.8346668,1.288709824
103.8346668,1.296792731
103.8346668,1.304875639
103.8346668,1.312958546
103.8346668,1.321041454
103.8346668,1.329124361
103.8346668,1.337207269
103.8346668,1.345290176
103.8346668,1.353373084
103.8346668,1.361455991
103.8346668,1.369538899
103.8346668,1.377621807
103.8346668,1.385704714
103.8346668,1.393787622
103.8346668,1.401870529
103.8346668,1.409953437
103.8346668,1.418036344
103.8346668,1.426119252
103.8346668,1.434202159
103.8346668,1.442285067
103.8346668,1.450367974
103.8346668,1.458450882
103.8346668,1.466533789
103.8416668,1.22000511
103.8416668,1.228088017
103.8416668,1.236170925
103.8416668,1.244253832
103.8416668,1.25233674
103.8416668,1.260419647
103.8416668,1.268502555
103.8416668,1.276585462
103.8416668,1.28466837
103.8416668,1.292751277
103.8416668,1.300834185
103.8416668,1.308917092
103.8416668,1.317
103.8416668,1.325082908
103.8416668,1.333165815
103.8416668,1.341248723
103.8416668,1.34933163
103.8416668,1.357414538
103.8416668,1.365497445
103.8416668,1.373580353
103.8416668,1.38166326
103.8416668,1.389746168
103.8416668,1.397829075
103.8416668,1.405911983
103.8416668,1.41399489
103.8416668,1.422077798
103.8416668,1.430160706
103.8416668,1.438243613
103.8416668,1.446326521
103.8416668,1.454409428
103.8416668,1.462492336
103.8486668,1.215963656
103.8486668,1.224046563
103.8486668,1.232129471
103.8486668,1.240212378
103.8486668,1.248295286
103.8486668,1.256378193
103.8486668,1.264461101
103.8486668,1.272544009
103.8486668,1.280626916
103.8486668,1.288709824
103.8486668,1.296792731
103.8486668,1.304875639
103.8486668,1.312958546
103.8486668,1.321041454
103.8486668,1.329124361
103.8486668,1.337207269
103.8486668,1.345290176
103.8486668,1.353373084
103.8486668,1.361455991
103.8486668,1.369538899
103.8486668,1.377621807
103.8486668,1.385704714
103.8486668,1.393787622
103.8486668,1.401870529
103.8486668,1.409953437
103.8486668,1.418036344
103.8486668,1.426119252
103.8486668,1.434202159
103.8486668,1.442285067
103.8486668,1.450367974
103.8486668,1.458450882
103.8556668,1.22000511
103.8556668,1.228088017
103.8556668,1.236170925
103.8556668,1.244253832
103.8556668,1.260419647
103.8556668,1.268502555
103.8556668,1.276585462
103.8556668,1.28466837
103.8556668,1.292751277
103.8556668,1.300834185
103.8556668,1.308917092
103.8556668,1.317
103.8556668,1.325082908
103.8556668,1.333165815
103.8556668,1.341248723
103.8556668,1.34933163
103.8556668,1.357414538
103.8556668,1.365497445
103.8556668,1.373580353
103.8556668,1.38166326
103.8556668,1.389746168
103.8556668,1.397829075
103.8556668,1.405911983
103.8556668,1.41399489
103.8556668,1.422077798
103.8556668,1.430160706
103.8556668,1.438243613
103.8556668,1.446326521
103.8556668,1.454409428
103.8626668,1.224046563
103.8626668,1.232129471
103.8626668,1.264461101
103.8626668,1.272544009
103.8626668,1.280626916
103.8626668,1.288709824
103.8626668,1.296792731
103.8626668,1.304875639
103.8626668,1.312958546
103.8626668,1.321041454
103.8626668,1.329124361
103.8626668,1.337207269
103.8626668,1.345290176
103.8626668,1.353373084
103.8626668,1.361455991
103.8626668,1.369538899
103.8626668,1.377621807
103.8626668,1.385704714
103.8626668,1.393787622
103.8626668,1.401870529
103.8626668,1.409953437
103.8626668,1.418036344
103.8626668,1.426119252
103.8626668,1.434202159
103.8626668,1.442285067
103.8626668,1.450367974
103.8696668,1.276585462
103.8696668,1.28466837
103.8696668,1.292751277
103.8696668,1.300834185
103.8696668,1.308917092
103.8696668,1.317
103.8696668,1.325082908
103.8696668,1.333165815
103.8696668,1.341248723
103.8696668,1.34933163
103.8696668,1.357414538
103.8696668,1.365497445
103.8696668,1.373580353
103.8696668,1.38166326
103.8696668,1.389746168
103.8696668,1.397829075
103.8696668,1.405911983
103.8696668,1.41399489
103.8696668,1.422077798
103.8696668,1.430160706
103.8696668,1.438243613
103.8696668,1.446326521
103.8766668,1.280626916
103.8766668,1.288709824
103.8766668,1.296792731
103.8766668,1.304875639
103.8766668,1.312958546
103.8766668,1.321041454
103.8766668,1.329124361
103.8766668,1.337207269
103.8766668,1.345290176
103.8766668,1.353373084
103.8766668,1.361455991
103.8766668,1.369538899
103.8766668,1.377621807
103.8766668,1.385704714
103.8766668,1.393787622
103.8766668,1.401870529
103.8766668,1.409953437
103.8766668,1.418036344
103.8766668,1.426119252
103.8766668,1.434202159
103.8836668,1.28466837
103.8836668,1.292751277
103.8836668,1.300834185
103.8836668,1.308917092
103.8836668,1.317
103.8836668,1.325082908
103.8836668,1.333165815
103.8836668,1.341248723
103.8836668,1.34933163
103.8836668,1.357414538
103.8836668,1.365497445
103.8836668,1.373580353
103.8836668,1.38166326
103.8836668,1.389746168
103.8836668,1.397829075
103.8836668,1.405911983
103.8836668,1.41399489
103.8836668,1.422077798
103.8836668,1.430160706
103.8906668,1.288709824
103.8906668,1.296792731
103.8906668,1.304875639
103.8906668,1.312958546
103.8906668,1.321041454
103.8906668,1.329124361
103.8906668,1.337207269
103.8906668,1.345290176
103.8906668,1.353373084
103.8906668,1.361455991
103.8906668,1.369538899
103.8906668,1.377621807
103.8906668,1.385704714
103.8906668,1.393787622
103.8906668,1.401870529
103.8906668,1.409953437
103.8906668,1.418036344
103.8906668,1.426119252
103.8976668,1.292751277
103.8976668,1.300834185
103.8976668,1.308917092
103.8976668,1.317
103.8976668,1.325082908
103.8976668,1.333165815
103.8976668,1.341248723
103.8976668,1.34933163
103.8976668,1.357414538
103.8976668,1.365497445
103.8976668,1.373580353
103.8976668,1.38166326
103.8976668,1.389746168
103.8976668,1.397829075
103.8976668,1.405911983
103.8976668,1.41399489
103.8976668,1.422077798
103.9046669,1.296792731
103.9046669,1.304875639
103.9046669,1.312958546
103.9046669,1.321041454
103.9046669,1.329124361
103.9046669,1.337207269
103.9046669,1.345290176
103.9046669,1.353373084
103.9046669,1.361455991
103.9046669,1.369538899
103.9046669,1.377621807
103.9046669,1.385704714
103.9046669,1.393787622
103.9046669,1.401870529
103.9046669,1.409953437
103.9046669,1.418036344
103.9116669,1.300834185
103.9116669,1.308917092
103.9116669,1.317
103.9116669,1.325082908
103.9116669,1.333165815
103.9116669,1.341248723
103.9116669,1.34933163
103.9116669,1.357414538
103.9116669,1.365497445
103.9116669,1.373580353
103.9116669,1.38166326
103.9116669,1.389746168
103.9116669,1.397829075
103.9116669,1.405911983
103.9116669,1.41399489
103.9116669,1.422077798
103.9186669,1.304875639
103.9186669,1.312958546
103.9186669,1.321041454
103.9186669,1.329124361
103.9186669,1.337207269
103.9186669,1.345290176
103.9186669,1.353373084
103.9186669,1.361455991
103.9186669,1.369538899
103.9186669,1.377621807
103.9186669,1.385704714
103.9186669,1.393787622
103.9186669,1.401870529
103.9186669,1.409953437
103.9186669,1.418036344
103.9256669,1.300834185
103.9256669,1.308917092
103.9256669,1.317
103.9256669,1.325082908
103.9256669,1.333165815
103.9256669,1.341248723
103.9256669,1.34933163
103.9256669,1.357414538
103.9256669,1.365497445
103.9256669,1.373580353
103.9256669,1.38166326
103.9256669,1.389746168
103.9256669,1.397829075
103.9256669,1.405911983
103.9256669,1.41399489
103.9256669,1.422077798
103.9326669,1.304875639
103.9326669,1.312958546
103.9326669,1.321041454
103.9326669,1.329124361
103.9326669,1.337207269
103.9326669,1.345290176
103.9326669,1.353373084
103.9326669,1.361455991
103.9326669,1.369538899
103.9326669,1.377621807
103.9326669,1.385704714
103.9326669,1.393787622
103.9326669,1.401870529
103.9326669,1.418036344
103.9326669,1.426119252
103.9396669,1.308917092
103.9396669,1.317
103.9396669,1.325082908
103.9396669,1.333165815
103.9396669,1.341248723
103.9396669,1.34933163
103.9396669,1.357414538
103.9396669,1.365497445
103.9396669,1.373580353
103.9396669,1.38166326
103.9396669,1.389746168
103.9396669,1.397829075
103.9396669,1.41399489
103.9396669,1.422077798
103.9396669,1.430160706
103.9466669,1.312958546
103.9466669,1.321041454
103.9466669,1.329124361
103.9466669,1.337207269
103.9466669,1.345290176
103.9466669,1.353373084
103.9466669,1.361455991
103.9466669,1.369538899
103.9466669,1.377621807
103.9466669,1.385704714
103.9466669,1.393787622
103.9466669,1.401870529
103.9466669,1.409953437
103.9466669,1.418036344
103.9466669,1.426119252
103.9536669,1.308917092
103.9536669,1.317
103.9536669,1.325082908
103.9536669,1.333165815
103.9536669,1.341248723
103.9536669,1.34933163
103.9536669,1.357414538
103.9536669,1.365497445
103.9536669,1.373580353
103.9536669,1.38166326
103.9536669,1.397829075
103.9536669,1.405911983
103.9536669,1.41399489
103.9536669,1.422077798
103.9606669,1.312958546
103.9606669,1.321041454
103.9606669,1.329124361
103.9606669,1.337207269
103.9606669,1.345290176
103.9606669,1.353373084
103.9606669,1.361455991
103.9606669,1.369538899
103.9606669,1.377621807
103.9606669,1.385704714
103.9606669,1.401870529
103.9606669,1.409953437
103.9606669,1.418036344
103.9676669,1.317
103.9676669,1.325082908
103.9676669,1.333165815
103.9676669,1.341248723
103.9676669,1.34933163
103.9676669,1.357414538
103.9676669,1.365497445
103.9676669,1.373580353
103.9676669,1.38166326
103.9676669,1.397829075
103.9676669,1.405911983
103.9676669,1.41399489
