cluster,R.avg,G.avg,B.avg
8,214.142584454211,218.051360589515,218.032938251876
4,98.5456081081081,94.6713193456615,81.6135312944524
7,13.4445010327363,12.6664686076451,13.0138924256571
1,250.108093728524,251.120064732093,250.413398656587
3,185.178204969712,183.581035974781,174.099270614415
5,148.847277760689,142.935096893264,121.657336204245
6,47.303383747757,46.5192899256601,42.6730325557549
2,105.10410654828,153.01820199778,201.920310765816
