cluster,R.avg,G.avg,B.avg
2,180.101535053962,179.901924443926,175.75575276335
5,85.8937832636297,101.363952368753,114.508771900427
7,130.269993691989,121.326290033892,101.700754083333
1,127.398123476609,143.241215248652,152.450159312715
6,108.591030686054,98.3369225693453,71.8523615523386
8,168.73180337739,145.074251809162,117.736779983298
4,75.5842327129896,70.0860290650789,52.2732758853543
3,158.913037750952,105.319271473499,65.602444396567
