R,G,B,Lat,Lon
0,0,0,1.321041454,103.9046669
0,0,0,1.321041454,103.9186669
0,0,0,1.321041454,103.9326669
0,0,0,1.321041454,103.9466669
0,0,0,1.321041454,103.9606669
0,0,0,1.321041454,103.9746669
0,0,0,1.321041454,103.9886669
0,0,0,1.321041454,104.0026669
0,0,0,1.321041454,104.0166669
0,0,0,1.321041454,104.0306669
0,0,0,1.325082908,103.6316667
0,0,0,1.325082908,103.6456667
0,0,0,1.325082908,103.6596667
126.9,133.6,129.4,1.325082908,103.6736667
0,0,0,1.325082908,103.6876668
0,0,0,1.325082908,103.7016668
0,0,0,1.325082908,103.7156668
0,0,0,1.325082908,103.7296668
0,0,0,1.325082908,103.7436668
0,0,0,1.325082908,103.7576668
0,0,0,1.325082908,103.7716668
0,0,0,1.325082908,103.7856668
0,0,0,1.325082908,103.7996668
0,0,0,1.325082908,103.8136668
0,0,0,1.325082908,103.8276668
0,0,0,1.325082908,103.8416668
0,0,0,1.325082908,103.8556668
0,0,0,1.325082908,103.8696668
0,0,0,1.325082908,103.8836668
0,0,0,1.325082908,103.8976668
0,0,0,1.325082908,103.9116669
0,0,0,1.325082908,103.9256669
0,0,0,1.325082908,103.9396669
0,0,0,1.325082908,103.9536669
0,0,0,1.325082908,103.9676669
0,0,0,1.325082908,103.9816669
0,0,0,1.325082908,103.9956669
0,0,0,1.325082908,104.0096669
0,0,0,1.325082908,104.0236669
0,0,0,1.329124361,103.6386667
0,0,0,1.329124361,103.6526667
0,0,0,1.329124361,103.6666667
0,0,0,1.329124361,103.6806667
0,0,0,1.329124361,103.6946668
0,0,0,1.329124361,103.7086668
0,0,0,1.329124361,103.7226668
0,0,0,1.329124361,103.7366668
0,0,0,1.329124361,103.7506668
0,0,0,1.329124361,103.7646668
0,0,0,1.329124361,103.7786668
0,0,0,1.329124361,103.7926668
0,0,0,1.329124361,103.8066668
0,0,0,1.329124361,103.8206668
0,0,0,1.329124361,103.8346668
0,0,0,1.329124361,103.8486668
0,0,0,1.329124361,103.8626668
0,0,0,1.329124361,103.8766668
0,0,0,1.329124361,103.8906668
0,0,0,1.329124361,103.9046669
0,0,0,1.329124361,103.9186669
0,0,0,1.329124361,103.9326669
0,0,0,1.329124361,103.9466669
0,0,0,1.329124361,103.9606669
0,0,0,1.329124361,103.9746669
0,0,0,1.329124361,103.9886669
0,0,0,1.329124361,104.0026669
0,0,0,1.329124361,104.0166669
0,0,0,1.333165815,103.6316667
0,0,0,1.333165815,103.6456667
0,0,0,1.333165815,103.6596667
0,0,0,1.333165815,103.6736667
0,0,0,1.333165815,103.6876668
103.0,102.0,94.0,1.333165815,103.7016668
0,0,0,1.333165815,103.7156668
125.0,127.84615384615384,108.23076923076923,1.333165815,103.7296668
0,0,0,1.333165815,103.7436668
0,0,0,1.333165815,103.7576668
0,0,0,1.333165815,103.7716668
0,0,0,1.333165815,103.7856668
0,0,0,1.333165815,103.7996668
0,0,0,1.333165815,103.8136668
0,0,0,1.333165815,103.8276668
0,0,0,1.333165815,103.8416668
0,0,0,1.333165815,103.8556668
0,0,0,1.333165815,103.8696668
0,0,0,1.333165815,103.8836668
0,0,0,1.333165815,103.8976668
0,0,0,1.333165815,103.9116669
0,0,0,1.333165815,103.9256669
0,0,0,1.333165815,103.9396669
0,0,0,1.333165815,103.9536669
0,0,0,1.333165815,103.9676669
0,0,0,1.333165815,103.9816669
0,0,0,1.333165815,103.9956669
0,0,0,1.333165815,104.0096669
0,0,0,1.333165815,104.0236669
0,0,0,1.337207269,103.6386667
0,0,0,1.337207269,103.6526667
0,0,0,1.337207269,103.6666667
0,0,0,1.337207269,103.6806667
103.0,111.25,91.5,1.337207269,103.6946668
111.7,116.7,107.85,1.337207269,103.7086668
102.44827586206897,109.51724137931035,96.55172413793103,1.337207269,103.7226668
0,0,0,1.337207269,103.7366668
0,0,0,1.337207269,103.7506668
0,0,0,1.337207269,103.7646668
0,0,0,1.337207269,103.7786668
0,0,0,1.337207269,103.7926668
0,0,0,1.337207269,103.8066668
0,0,0,1.337207269,103.8206668
0,0,0,1.337207269,103.8346668
0,0,0,1.337207269,103.8486668
0,0,0,1.337207269,103.8626668
0,0,0,1.337207269,103.8766668
0,0,0,1.337207269,103.8906668
0,0,0,1.337207269,103.9046669
0,0,0,1.337207269,103.9186669
0,0,0,1.337207269,103.9326669
0,0,0,1.337207269,103.9466669
0,0,0,1.337207269,103.9606669
0,0,0,1.337207269,103.9746669
0,0,0,1.337207269,103.9886669
0,0,0,1.337207269,104.0026669
0,0,0,1.337207269,104.0166669
0,0,0,1.337207269,104.0866669
0,0,0,1.341248723,103.6316667
0,0,0,1.341248723,103.6456667
0,0,0,1.341248723,103.6596667
0,0,0,1.341248723,103.6736667
108.88,113.76,100.0,1.341248723,103.6876668
116.0,128.0,142.0,1.341248723,103.7016668
0,0,0,1.341248723,103.7156668
0,0,0,1.341248723,103.7296668
0,0,0,1.341248723,103.7436668
0,0,0,1.341248723,103.7576668
0,0,0,1.341248723,103.7716668
0,0,0,1.341248723,103.7856668
0,0,0,1.341248723,103.7996668
0,0,0,1.341248723,103.8136668
0,0,0,1.341248723,103.8276668
0,0,0,1.341248723,103.8416668
0,0,0,1.341248723,103.8556668
0,0,0,1.341248723,103.8696668
0,0,0,1.341248723,103.8836668
0,0,0,1.341248723,103.8976668
0,0,0,1.341248723,103.9116669
0,0,0,1.341248723,103.9256669
0,0,0,1.341248723,103.9396669
0,0,0,1.341248723,103.9536669
0,0,0,1.341248723,103.9676669
0,0,0,1.341248723,103.9816669
0,0,0,1.341248723,103.9956669
0,0,0,1.341248723,104.0096669
0,0,0,1.341248723,104.0236669
0,0,0,1.341248723,104.0796669
0,0,0,1.345290176,103.6386667
0,0,0,1.345290176,103.6526667
0,0,0,1.345290176,103.6666667
108.88,113.76,100.0,1.345290176,103.6806667
139.0,130.66666666666666,127.33333333333333,1.345290176,103.6946668
115.0909090909091,118.54545454545455,112.54545454545455,1.345290176,103.7086668
106.5,124.4,118.2,1.345290176,103.7226668
0,0,0,1.345290176,103.7366668
0,0,0,1.345290176,103.7506668
0,0,0,1.345290176,103.7646668
0,0,0,1.345290176,103.7786668
0,0,0,1.345290176,103.7926668
0,0,0,1.345290176,103.8066668
0,0,0,1.345290176,103.8206668
0,0,0,1.345290176,103.8346668
0,0,0,1.345290176,103.8486668
0,0,0,1.345290176,103.8626668
0,0,0,1.345290176,103.8766668
0,0,0,1.345290176,103.8906668
0,0,0,1.345290176,103.9046669
0,0,0,1.345290176,103.9186669
0,0,0,1.345290176,103.9326669
0,0,0,1.345290176,103.9466669
0,0,0,1.345290176,103.9606669
0,0,0,1.345290176,103.9746669
0,0,0,1.345290176,103.9886669
0,0,0,1.345290176,104.0026669
0,0,0,1.345290176,104.0166669
0,0,0,1.345290176,104.0306669
0,0,0,1.345290176,104.0446669
0,0,0,1.345290176,104.0726669
0,0,0,1.34933163,103.6316667
0,0,0,1.34933163,103.6456667
0,0,0,1.34933163,103.6596667
0,0,0,1.34933163,103.6736667
123.6,124.3,108.7,1.34933163,103.6876668
0,0,0,1.34933163,103.7016668
133.5,124.0,103.0,1.34933163,103.7156668
0,0,0,1.34933163,103.7296668
0,0,0,1.34933163,103.7436668
0,0,0,1.34933163,103.7576668
0,0,0,1.34933163,103.7716668
0,0,0,1.34933163,103.7856668
0,0,0,1.34933163,103.7996668
0,0,0,1.34933163,103.8136668
0,0,0,1.34933163,103.8276668
0,0,0,1.34933163,103.8416668
0,0,0,1.34933163,103.8556668
0,0,0,1.34933163,103.8696668
0,0,0,1.34933163,103.8836668
0,0,0,1.34933163,103.8976668
0,0,0,1.34933163,103.9116669
0,0,0,1.34933163,103.9256669
0,0,0,1.34933163,103.9396669
0,0,0,1.34933163,103.9536669
0,0,0,1.34933163,103.9676669
0,0,0,1.34933163,103.9816669
0,0,0,1.34933163,103.9956669
0,0,0,1.34933163,104.0096669
0,0,0,1.34933163,104.0236669
0,0,0,1.34933163,104.0656669
0,0,0,1.34933163,104.0796669
123.2,127.33333333333333,117.93333333333334,1.3526,103.8352
0,0,0,1.353373084,103.6386667
0,0,0,1.353373084,103.6526667
0,0,0,1.353373084,103.6666667
123.6,124.3,108.7,1.353373084,103.6806667
115.15,117.3,92.25,1.353373084,103.6946668
0,0,0,1.353373084,103.7086668
0,0,0,1.353373084,103.7226668
0,0,0,1.353373084,103.7366668
0,0,0,1.353373084,103.7506668
0,0,0,1.353373084,103.7646668
0,0,0,1.353373084,103.7786668
0,0,0,1.353373084,103.7926668
0,0,0,1.353373084,103.8066668
0,0,0,1.353373084,103.8206668
0,0,0,1.353373084,103.8346668
0,0,0,1.353373084,103.8486668
0,0,0,1.353373084,103.8626668
0,0,0,1.353373084,103.8766668
0,0,0,1.353373084,103.8906668
0,0,0,1.353373084,103.9046669
0,0,0,1.353373084,103.9186669
0,0,0,1.353373084,103.9326669
0,0,0,1.353373084,103.9466669
0,0,0,1.353373084,103.9606669
0,0,0,1.353373084,103.9746669
0,0,0,1.353373084,103.9886669
0,0,0,1.353373084,104.0026669
0,0,0,1.353373084,104.0166669
0,0,0,1.353373084,104.0306669
0,0,0,1.353373084,104.0446669
0,0,0,1.353373084,104.0586669
0,0,0,1.353373084,104.0726669
0,0,0,1.357414538,103.6456667
0,0,0,1.357414538,103.6596667
0,0,0,1.357414538,103.6736667
114.1,124.0,80.6,1.357414538,103.6876668
0,0,0,1.357414538,103.7016668
133.5,124.0,103.0,1.357414538,103.7156668
0,0,0,1.357414538,103.7296668
0,0,0,1.357414538,103.7436668
0,0,0,1.357414538,103.7576668
0,0,0,1.357414538,103.7716668
0,0,0,1.357414538,103.7856668
0,0,0,1.357414538,103.7996668
0,0,0,1.357414538,103.8136668
0,0,0,1.357414538,103.8276668
0,0,0,1.357414538,103.8416668
0,0,0,1.357414538,103.8556668
0,0,0,1.357414538,103.8696668
0,0,0,1.357414538,103.8836668
0,0,0,1.357414538,103.8976668
0,0,0,1.357414538,103.9116669
0,0,0,1.357414538,103.9256669
0,0,0,1.357414538,103.9396669
0,0,0,1.357414538,103.9536669
0,0,0,1.357414538,103.9676669
0,0,0,1.357414538,103.9816669
0,0,0,1.357414538,103.9956669
0,0,0,1.357414538,104.0096669
0,0,0,1.357414538,104.0236669
0,0,0,1.357414538,104.0376669
0,0,0,1.357414538,104.0516669
0,0,0,1.357414538,104.0656669
0,0,0,1.361455991,103.6386667
0,0,0,1.361455991,103.6526667
0,0,0,1.361455991,103.6666667
0,0,0,1.361455991,103.6806667
