118,136,123
134,148,130
121,115,107
126,127,87
102,113,85
70,58,44
106,106,92
70,72,48
97,100,97
113,118,116
98,99,77
85,87,78
87,110,119
121,115,107
126,127,87
102,113,85
70,72,48
106,106,92
97,100,97
113,118,116
98,99,77
85,87,78
110,130,127
116,123,122
113,134,115
109,114,103
94,127,136
89,98,91
95,124,116
