cluster,R.avg,G.avg,B.avg
3,150.810860931611,146.337399347323,137.694933586545
7,103.26006056152,132.139284790182,154.631233450492
8,118.707087007485,115.436946017187,104.995373800877
6,90.3319565817181,88.443765065348,78.1329811648405
1,187.16684723025,185.411284144491,180.583457129952
5,128.869689858691,94.2215732617,60.3111358124109
2,59.8972157877795,54.9067322207845,45.2484508595438
4,163.674601630033,130.776346687326,91.354053025029
